variant,attempts,won
Black & Pink (5 Suits),3,1
White & Muddy Rainbow (5 Suits),3,1
Clue Starved & Brown (5 Suits),3,1
Dark Omni (5 Suits),2,1
Gray Pink (5 Suits),2,1
Black & Omni (5 Suits),2,1
Black & Prism (5 Suits),2,1
Rainbow & Pink (5 Suits),2,1
Dual-Color (5 Suits),2,1
Rainbow & Gray (5 Suits),2,1
Pink & Null (5 Suits),2,1
White & Dark Pink (5 Suits),2,1
Clue Starved & Null (5 Suits),2,1
Black & Rainbow (5 Suits),2,1
Clue Starved & White (5 Suits),1,1
Dark Rainbow (5 Suits),1,1
Dark Pink (5 Suits),1,1
Gray (5 Suits),1,1
Prism (5 Suits),1,1
Black & Light Pink (5 Suits),1,1
White & Brown (5 Suits),1,1
Deceptive-Ones (5 Suits),1,1
Muddy Rainbow (5 Suits),1,1
Pink & Muddy Rainbow (5 Suits),1,1
Rainbow & Null (5 Suits),1,1
Clue Starved & Light Pink (5 Suits),1,1
Clue Starved & Muddy Rainbow (5 Suits),1,1
Black & Null (5 Suits),1,1
Cocoa Rainbow (5 Suits),10,0
No Variant,8,0
Black & Brown (5 Suits),6,0
White-Ones & Black (5 Suits),3,0
Dark Null (5 Suits),3,0
Prism & Dark Rainbow (5 Suits),3,0
Null & Light Pink (5 Suits),2,0
