player1,player2,attempts,won_variants,attempts/win
ADrone,pianoblook,144,20,7.20
Aluap,antitelharsic,53,12,4.42
Amy2,wump,77,19,4.05
Amy2,Nitrate2,65,14,4.64
anser,nukelauncher,66,11,6.00
anser,william65537,14,5,2.80
asaelr,scharkbite,146,28,5.21
avanderwalde,rkass,191,48,3.98
BlueNovember,Pantheia,55,10,5.50
BlueNovember,Crux,41,6,6.83
ChristopheAF,Lanvin,267,54,4.94
Dr_Kakashi,kimbifille,422,70,6.03
Dr_Kakashi,IAMJEFF,264,42,6.29
Dr_Kakashi,asaelr,177,45,3.93
Dr_Kakashi,Floriman,268,55,4.87
Dr_Kakashi,Kyle,165,30,5.50
Dr_Kakashi,Valetta6789,231,39,5.92
Dr_Kakashi,scharkbite,167,27,6.19
Dr_Kakashi,RaKXeR,81,11,7.36
Dr_Kakashi,micerang,188,34,5.53
Dr_Kakashi,Fireheart,180,28,6.43
Dr_Kakashi,Livia,160,31,5.16
Durandal,HelanaAshryvr,13,0,NA
Durandal,Lanvin,44,10,4.40
Durandal,squirrel1988,10,2,5.00
emilyzhao,squidgetx,104,28,3.71
Fireheart,Valetta6789,296,51,5.80
Fireheart,Kyle,239,40,5.97
Fireheart,micerang,178,33,5.39
Fireheart,Zamiel,290,27,10.74
Fireheart,asaelr,160,34,4.71
Fireheart,Livia,115,19,6.05
Fireheart,scharkbite,202,37,5.46
Fireheart,IAMJEFF,288,50,5.76
Floriman,kimbifille,191,49,3.90
Floriman,Kyle,251,45,5.58
Floriman,Valetta6789,218,50,4.36
Floriman,asaelr,142,34,4.18
Floriman,florrat2,208,3,69.33
Floriman,RaKXeR,263,7,37.57
Floriman,scharkbite,188,42,4.48
florrat2,timotree,17,3,5.67
florrat2,postmans,50,9,5.56
florrat2,sankala,75,7,10.71
HelanaAshryvr,Lanvin,201,37,5.43
HelanaAshryvr,squirrel1988,115,22,5.23
IAMJEFF,kimbifille,141,28,5.04
IAMJEFF,Zamiel,174,25,6.96
IAMJEFF,asaelr,147,32,4.59
IAMJEFF,Valetta6789,238,37,6.43
IAMJEFF,scharkbite,193,43,4.49
indego,melwen,141,21,6.71
Jake_Stiles,solarstar92,3,1,3.00
jh,lh,0,0,NA
kimbifille,pianoblook,329,77,4.27
kimbifille,piper,219,57,3.84
kimbifille,kooolant,142,30,4.73
Kyle,asaelr,177,31,5.71
Kyle,scharkbite,299,56,5.34
Kyle,Zamiel,232,30,7.73
Kyle,micerang,204,38,5.37
Kyle,TimeHoodie,181,32,5.66
Lanvin,melwen,297,66,4.50
Lanvin,VerySloppyTwo,222,43,5.16
Lanvin,indego,258,36,7.17
Lanvin,dobi,209,45,4.64
Lanvin,Lel0uch,249,49,5.08
Lanvin,Wittvector,205,38,5.39
Lanvin,jack67889,201,35,5.74
Lanvin,MangoPie,209,43,4.86
Lanvin,rz,218,50,4.36
Lanvin,squirrel1988,120,22,5.45
Lel0uch,indego,357,62,5.76
Lel0uch,melwen,416,79,5.27
Lel0uch,MarkusKahlsen,62,20,3.10
Lel0uch,derekcheah,216,33,6.55
Lel0uch,squirrel1988,161,24,6.71
Lel0uch,frosty104,159,39,4.08
Libster,sjdrodge,124,16,7.75
Libster,timotree,29,4,7.25
Libster,Valetta6789,465,12,38.75
Libster,florrat2,230,29,7.93
Libster,RaKXeR,134,15,8.93
Libster,sankala,38,9,4.22
Libster,Zamiel,219,30,7.30
Libster,NoMercy,96,21,4.57
Libster,Razvogor,204,10,20.40
Libster,frog-kun,0,0,NA
Libster,Razgovor,317,13,24.38
Libster,NotRaKXeR,55,6,9.17
Livia,invarse,30,6,5.00
melwen,ntinta,872,188,4.64
melwen,scharkbite,352,58,6.07
melwen,squirrel1988,101,19,5.32
melwen,sephiroth,222,33,6.73
micerang,scharkbite,163,40,4.08
NoMercy,florrat2,100,13,7.69
NoMercy,Zamiel,172,25,6.88
Pablo-,nitawa,136,30,4.53
pianoblook,piper,297,77,3.86
RaKXeR,florrat2,80,11,7.27
RaKXeR,Valetta6789,291,10,29.10
RaKXeR,Zamiel,341,7,48.71
Razvogor,florrat2,170,9,18.89
rz,wump,158,38,4.16
Sh,jh,0,0,NA
Sh,lh,0,0,NA
Syrah,scepheo,83,14,5.93
Syrah,mugsly,92,15,6.13
TheDaniMan,indego,85,10,8.50
TheDaniMan,doeo,453,53,8.55
TheDaniMan,lilyxy,472,53,8.91
TimeHoodie,kimbifille,182,30,6.07
TimeHoodie,melwen,237,40,5.92
Valetta6789,florrat2,200,6,33.33
VerySloppyTwo,sephiroth,139,23,6.04
Zamiel,kimbifille,165,13,12.69
Zamiel,micerang,245,44,5.57
Zamiel,scharkbite,361,45,8.02
Zamiel,florrat2,150,30,5.00
Zamiel,sankala,230,8,28.75
