player1,player2,attempts,won_variants,attempts/win
ADrone,pianoblook,108,15,7.20
Aluap,antitelharsic,37,4,9.25
Amy2,wump,27,3,9.00
Amy2,Nitrate2,42,2,21.00
anser,nukelauncher,36,5,7.20
anser,william65537,5,0,NA
asaelr,scharkbite,104,9,11.56
avanderwalde,rkass,166,19,8.74
BlueNovember,Pantheia,19,4,4.75
BlueNovember,Crux,9,2,4.50
ChristopheAF,Lanvin,333,30,11.10
Dr_Kakashi,kimbifille,207,25,8.28
Dr_Kakashi,IAMJEFF,122,19,6.42
Dr_Kakashi,asaelr,148,20,7.40
Dr_Kakashi,Floriman,216,23,9.39
Dr_Kakashi,Kyle,146,14,10.43
Dr_Kakashi,Valetta6789,102,15,6.80
Dr_Kakashi,scharkbite,148,16,9.25
Dr_Kakashi,RaKXeR,63,7,9.00
Dr_Kakashi,micerang,139,19,7.32
Dr_Kakashi,Fireheart,112,15,7.47
Dr_Kakashi,Livia,126,11,11.45
Durandal,HelanaAshryvr,14,2,7.00
Durandal,Lanvin,19,3,6.33
Durandal,squirrel1988,8,0,NA
emilyzhao,squidgetx,135,10,13.50
Fireheart,Valetta6789,132,20,6.60
Fireheart,Kyle,96,11,8.73
Fireheart,micerang,120,18,6.67
Fireheart,Zamiel,185,11,16.82
Fireheart,asaelr,79,13,6.08
Fireheart,Livia,57,11,5.18
Fireheart,scharkbite,134,15,8.93
Fireheart,IAMJEFF,141,20,7.05
Floriman,kimbifille,157,25,6.28
Floriman,Kyle,232,30,7.73
Floriman,Valetta6789,119,20,5.95
Floriman,asaelr,143,20,7.15
Floriman,florrat2,137,3,45.67
Floriman,RaKXeR,39,4,9.75
Floriman,scharkbite,163,19,8.58
florrat2,timotree,73,1,73.00
florrat2,postmans,49,5,9.80
florrat2,sankala,110,7,15.71
HelanaAshryvr,Lanvin,255,25,10.20
HelanaAshryvr,squirrel1988,114,17,6.71
IAMJEFF,kimbifille,91,11,8.27
IAMJEFF,Zamiel,125,5,25.00
IAMJEFF,asaelr,75,7,10.71
IAMJEFF,Valetta6789,89,9,9.89
IAMJEFF,scharkbite,113,13,8.69
indego,melwen,263,26,10.12
Jake_Stiles,solarstar92,4,1,4.00
jh,lh,0,0,NA
kimbifille,pianoblook,225,28,8.04
kimbifille,piper,130,18,7.22
kimbifille,kooolant,113,10,11.30
Kyle,asaelr,131,20,6.55
Kyle,scharkbite,267,26,10.27
Kyle,Zamiel,206,13,15.85
Kyle,micerang,144,15,9.60
Kyle,TimeHoodie,205,21,9.76
Lanvin,melwen,393,44,8.93
Lanvin,VerySloppyTwo,219,21,10.43
Lanvin,indego,357,37,9.65
Lanvin,dobi,163,31,5.26
Lanvin,Lel0uch,311,41,7.59
Lanvin,Wittvector,197,26,7.58
Lanvin,jack67889,178,25,7.12
Lanvin,MangoPie,264,40,6.60
Lanvin,rz,210,30,7.00
Lanvin,squirrel1988,177,14,12.64
Lel0uch,indego,399,36,11.08
Lel0uch,melwen,445,48,9.27
Lel0uch,MarkusKahlsen,66,13,5.08
Lel0uch,derekcheah,156,26,6.00
Lel0uch,squirrel1988,170,22,7.73
Lel0uch,frosty104,127,25,5.08
Libster,sjdrodge,85,3,28.33
Libster,timotree,72,1,72.00
Libster,Valetta6789,39,5,7.80
Libster,florrat2,262,13,20.15
Libster,RaKXeR,146,7,20.86
Libster,sankala,78,7,11.14
Libster,Zamiel,327,17,19.24
Libster,NoMercy,346,8,43.25
Libster,Razvogor,135,5,27.00
Libster,frog-kun,0,0,NA
Libster,Razgovor,68,9,7.56
Libster,NotRaKXeR,24,4,6.00
Livia,invarse,9,3,3.00
melwen,ntinta,49,3,16.33
melwen,scharkbite,251,26,9.65
melwen,squirrel1988,161,20,8.05
melwen,sephiroth,180,16,11.25
micerang,scharkbite,137,18,7.61
NoMercy,florrat2,330,9,36.67
NoMercy,Zamiel,373,12,31.08
Pablo-,nitawa,91,10,9.10
pianoblook,piper,212,29,7.31
RaKXeR,florrat2,129,7,18.43
RaKXeR,Valetta6789,69,4,17.25
RaKXeR,Zamiel,95,6,15.83
Razvogor,florrat2,148,4,37.00
rz,wump,85,12,7.08
Sh,jh,0,0,NA
Sh,lh,0,0,NA
Syrah,scepheo,38,9,4.22
Syrah,mugsly,41,8,5.12
TheDaniMan,indego,65,8,8.12
TheDaniMan,doeo,110,7,15.71
TheDaniMan,lilyxy,116,8,14.50
TimeHoodie,kimbifille,150,16,9.38
TimeHoodie,melwen,246,35,7.03
Valetta6789,florrat2,218,4,54.50
VerySloppyTwo,sephiroth,153,14,10.93
Zamiel,kimbifille,149,9,16.56
Zamiel,micerang,206,12,17.17
Zamiel,scharkbite,315,20,15.75
Zamiel,florrat2,295,12,24.58
Zamiel,sankala,83,6,13.83
