variant,attempts,won
Pink & Dark Rainbow (6 Suits),24,1
White & Dark Rainbow (6 Suits),21,1
Up or Down (6 Suits),20,1
Black (6 Suits),19,1
Black & Pink (6 Suits),18,1
Black & Rainbow (6 Suits),14,1
Pink & Brown (6 Suits),14,1
Rainbow & Pink (6 Suits),10,1
Pink (6 Suits),9,1
Pink & White (6 Suits),9,1
Pink-Fives (6 Suits),6,1
Black & Brown (6 Suits),4,1
Pink-Fives & Rainbow (6 Suits),3,1
Rainbow & Brown (6 Suits),3,1
Rainbow (6 Suits),2,1
White (6 Suits),2,1
White & Brown (6 Suits),2,1
Brown (6 Suits),1,1
6 Suits,5,0
Up or Down & Rainbow (6 Suits),5,0
Gray (6 Suits),4,0
Rainbow & White (6 Suits),1,0
