variant,attempts,won
Deceptive-Fives (6 Suits),7,1
Up or Down & Prism (6 Suits),5,1
Rainbow & Muddy Rainbow (6 Suits),3,1
Reversed (6 Suits),3,1
Deceptive-Ones (6 Suits),2,1
White-Ones (6 Suits),2,1
Up or Down (6 Suits),2,1
Rainbow & Prism (6 Suits),1,1
Prism (6 Suits),1,1
Up or Down & Muddy Rainbow (6 Suits),1,1
Muddy Rainbow & Prism (6 Suits),1,1
Omni & Muddy Rainbow (6 Suits),1,1
Clue Starved & Rainbow (6 Suits),9,0
Clue Starved & Prism (6 Suits),3,0
Muddy Rainbow (6 Suits),2,0
Pink & Brown (6 Suits),2,0
Pink & Prism (6 Suits),2,0
Throw It in a Hole & Pink (6 Suits),1,0
Brown & Prism (6 Suits),1,0
