variant,attempts,won
Dark Rainbow (6 Suits),15,1
Rainbow (6 Suits),7,1
Dark Null (6 Suits),6,1
White (6 Suits),4,1
6 Suits,3,1
Black (6 Suits),2,1
Color Blind (6 Suits),2,1
Rainbow & Pink (6 Suits),1,1
Black & Rainbow (6 Suits),1,1
Dual-Color & Rainbow (6 Suits),1,1
Black & Dark Rainbow (6 Suits),27,0
Black & Omni (6 Suits),7,0
Pink & Gray (6 Suits),6,0
Dark Pink (6 Suits),5,0
Pink (6 Suits),4,0
Black & Pink (6 Suits),4,0
Duck (6 Suits),3,0
Ambiguous & Dual-Color,3,0
Throw It in a Hole (6 Suits),3,0
White Reversed (6 Suits),3,0
Dual-Color (6 Suits),2,0
Totally Blind (6 Suits),2,0
Pink-Fives (6 Suits),1,0
Rainbow & Dark Pink (6 Suits),1,0
Cow & Pig (6 Suits),1,0
Brown (6 Suits),1,0
Black & Null (6 Suits),1,0
White & Dark Omni (6 Suits),1,0
Up or Down & Omni (6 Suits),1,0
Special Mix (6 Suits),1,0
