variant,attempts,won
White & Dark Omni (5 Suits),4,1
Throw It in a Hole (5 Suits),2,1
Ambiguous & Rainbow (5 Suits),2,1
Up or Down & Rainbow (5 Suits),2,1
White & Brown (5 Suits),2,1
Rainbow-Fives & Rainbow (5 Suits),2,1
Rainbow-Fives & White (5 Suits),2,1
Null (5 Suits),1,1
Up or Down & Brown (5 Suits),1,1
Color Blind (5 Suits),1,1
Dark Null (5 Suits),24,0
Omni & Gray (5 Suits),9,0
Gray Pink (5 Suits),7,0
Black & Omni (5 Suits),3,0
Omni & Dark Rainbow (5 Suits),2,0
No Variant,1,0
Pink & Dark Omni (5 Suits),1,0
Rainbow & Dark Brown (5 Suits),1,0
