variant,attempts,won
Black (6 Suits),121,1
No Variant,30,1
Brown (4 Suits),5,1
Dual-Color (5 Suits),3,1
Ambiguous (6 Suits),2,1
6 Suits,2,1
Rainbow (6 Suits),1,1
Dual-Color & Rainbow (6 Suits),1,1
4 Suits,1,1
Up or Down (6 Suits),1,1
Pink-Fives (5 Suits),1,1
Duck (4 Suits),1,1
Rainbow (5 Suits),1,1
Dark Rainbow (6 Suits),95,0
Up or Down (5 Suits),10,0
Dual-Color (3 Suits),5,0
Rainbow (3 Suits),4,0
White (5 Suits),4,0
Pink-Fives (6 Suits),4,0
Dark Rainbow (5 Suits),3,0
Up or Down & Brown (6 Suits),3,0
Rainbow (4 Suits),2,0
Black & Dark Rainbow (6 Suits),2,0
White (6 Suits),2,0
Up or Down & Rainbow (5 Suits),2,0
Color Blind (5 Suits),2,0
Pink (6 Suits),2,0
Black (5 Suits),1,0
3 Suits,1,0
Up or Down & White (6 Suits),1,0
Color Blind (4 Suits),1,0
Duck (5 Suits),1,0
Dark Brown (5 Suits),1,0
Gray (5 Suits),1,0
