variant,attempts,won
Black & Dark Omni (6 Suits),24,1
Dark Omni & Dark Null (6 Suits),23,1
Black & Dark Prism (6 Suits),20,1
Dark Pink & Dark Null (6 Suits),18,1
Black & Dark Null (6 Suits),14,1
Dark Pink & Dark Omni (6 Suits),13,1
Dark Pink & Dark Brown (6 Suits),12,1
Duck (6 Suits),10,1
White (6 Suits),9,1
Black & Cocoa Rainbow (6 Suits),9,1
Null (3 Suits),8,1
Dark Rainbow & Gray (6 Suits),8,1
Black & Gray (6 Suits),7,1
Black & Gray Pink (6 Suits),7,1
Clue Starved & Pink (6 Suits),7,1
Pink-Ones & Gray (5 Suits),7,1
Null-Ones & Null (3 Suits),7,1
Dark Rainbow (5 Suits),6,1
Brown (6 Suits),6,1
Dark Rainbow & Dark Brown (6 Suits),6,1
Null (4 Suits),5,1
Dark Null (5 Suits),5,1
Black & Brown (6 Suits),5,1
Pink & Dark Rainbow (5 Suits),5,1
Clue Starved & White (6 Suits),5,1
Dark Brown (6 Suits),4,1
Gray Pink (6 Suits),4,1
Pink & Prism (5 Suits),4,1
Pink & Gray (5 Suits),4,1
Rainbow & Null (6 Suits),4,1
White (5 Suits),3,1
Ambiguous & Dual-Color,3,1
Clue Starved & Pink (5 Suits),3,1
Prism (6 Suits),3,1
Duck (5 Suits),3,1
Rainbow & Prism (3 Suits),3,1
Black & Pink (6 Suits),3,1
Pink & Light Pink (3 Suits),3,1
Rainbow & Null (5 Suits),3,1
Black & Null (5 Suits),3,1
Rainbow & Null (3 Suits),3,1
Null & Light Pink (6 Suits),3,1
Clue Starved & Rainbow (6 Suits),3,1
Pink & Omni (5 Suits),3,1
White-Ones & Black (5 Suits),2,1
Dual-Color (6 Suits),2,1
Omni (5 Suits),2,1
Ambiguous Mix,2,1
Black & Dark Rainbow (6 Suits),2,1
Black & Omni (5 Suits),2,1
Dark Omni (6 Suits),2,1
Rainbow & White (6 Suits),2,1
Rainbow & Brown (6 Suits),2,1
Deceptive-Ones (6 Suits),2,1
Dark Null (6 Suits),2,1
White & Dark Brown (6 Suits),2,1
Dual-Color & Pink (4 Suits),2,1
Dual-Color & White (6 Suits),2,1
Omni & Null (5 Suits),2,1
Pink & Null (5 Suits),2,1
Pink & Null (4 Suits),2,1
Black & Brown (5 Suits),2,1
Null (6 Suits),2,1
Dual-Color & Null (6 Suits),2,1
Null & Prism (5 Suits),2,1
Dark Pink & Cocoa Rainbow (6 Suits),2,1
Clue Starved & Omni (5 Suits),2,1
Clue Starved & Prism (5 Suits),2,1
Throw It in a Hole & Null (5 Suits),2,1
Pink-Ones & White (6 Suits),1,1
Light Pink (6 Suits),1,1
Pink-Ones & Muddy Rainbow (4 Suits),1,1
Throw It in a Hole & Light Pink (4 Suits),1,1
Dual-Color Mix,1,1
Dark Rainbow & Dark Pink (6 Suits),1,1
Special Mix (5 Suits),1,1
Black & Light Pink (5 Suits),1,1
No Variant,1,1
Black & Muddy Rainbow (5 Suits),1,1
Dark Brown (5 Suits),1,1
Duck (4 Suits),1,1
Black & Rainbow (6 Suits),1,1
Rainbow & Prism (4 Suits),1,1
Pink & Light Pink (4 Suits),1,1
Rainbow & Pink (4 Suits),1,1
Rainbow & Gray (5 Suits),1,1
Special Mix (6 Suits),1,1
Black & Pink (5 Suits),1,1
Light-Pink-Fives & Dark Brown (6 Suits),1,1
Pink & White (6 Suits),1,1
Black & Omni (6 Suits),1,1
Dual-Color & Rainbow (4 Suits),1,1
Dual-Color & Rainbow (6 Suits),1,1
Dual-Color & Pink (6 Suits),1,1
Rainbow & Null (4 Suits),1,1
Pink & Null (6 Suits),1,1
Black & Null (6 Suits),1,1
White & Null (5 Suits),1,1
Black & White (5 Suits),1,1
Pink & Brown (6 Suits),1,1
Throw It in a Hole & White (5 Suits),1,1
Null & Light Pink (5 Suits),1,1
Rainbow & Omni (5 Suits),1,1
White & Dark Pink (5 Suits),1,1
Null & Muddy Rainbow (6 Suits),1,1
Null & Muddy Rainbow (5 Suits),1,1
Null & Muddy Rainbow (4 Suits),1,1
Rainbow (5 Suits),1,1
Prism (5 Suits),1,1
Pink (5 Suits),1,1
Light Pink (5 Suits),1,1
Brown (5 Suits),1,1
White Reversed (4 Suits),1,1
Muddy Rainbow (5 Suits),1,1
Null (5 Suits),1,1
Rainbow & White (5 Suits),1,1
Rainbow & Prism (5 Suits),1,1
White & Prism (5 Suits),1,1
Clue Starved & Light Pink (5 Suits),1,1
Clue Starved & Brown (5 Suits),1,1
White & Dark Rainbow (5 Suits),1,1
Dark Pink & Gray (6 Suits),15,0
Rainbow & Dark Null (5 Suits),11,0
Clue Starved & Null (6 Suits),8,0
Pink & Light Pink (5 Suits),7,0
Dark Pink & Dark Prism (6 Suits),7,0
Clue Starved & White (5 Suits),6,0
Duck (3 Suits),6,0
Dark Prism (5 Suits),5,0
Dark Omni & Dark Prism (6 Suits),4,0
Light-Pink-Fives & Rainbow (6 Suits),3,0
Dual-Color & Black (6 Suits),3,0
Dark Pink (6 Suits),2,0
Black & Dark Brown (6 Suits),2,0
Light Pink & Dark Rainbow (5 Suits),2,0
Rainbow & Gray (6 Suits),2,0
Brown & Null (4 Suits),2,0
White & Null (6 Suits),2,0
Rainbow & Omni (3 Suits),2,0
Rainbow & Dark Null (6 Suits),2,0
Pink & Dark Null (5 Suits),2,0
Dark Omni & Cocoa Rainbow (6 Suits),1,0
Rainbow & Brown (4 Suits),1,0
Clue Starved & Omni (6 Suits),1,0
Dark Pink & Gray Pink (6 Suits),1,0
Pink & Null (3 Suits),1,0
Null & Muddy Rainbow (3 Suits),1,0
Reversed (6 Suits),1,0
Rainbow & Pink (5 Suits),1,0
Clue Starved & Brown (6 Suits),1,0
