variant,attempts,won
Duck (5 Suits),8,1
Null (6 Suits),7,1
Throw It in a Hole (6 Suits),6,1
Cocoa Rainbow (5 Suits),6,1
Omni (3 Suits),4,1
White-Ones & Prism (5 Suits),4,1
Cocoa Rainbow (6 Suits),3,1
Gray (6 Suits),3,1
Muddy Rainbow (6 Suits),3,1
Up or Down (6 Suits),3,1
Prism Reversed (5 Suits),3,1
Brown & Dark Prism (5 Suits),3,1
No Variant,2,1
Black & Omni (6 Suits),2,1
Pink & Brown (5 Suits),2,1
Brown & Muddy Rainbow (5 Suits),2,1
Rainbow-Ones & Prism (6 Suits),2,1
Black & White (6 Suits),2,1
White & Prism (5 Suits),1,1
Brown-Ones & Rainbow (6 Suits),1,1
White (3 Suits),1,1
Prism & Dark Pink (6 Suits),1,1
Prism (5 Suits),1,1
Black & Brown (6 Suits),1,1
Dark Omni (6 Suits),1,1
Prism & Cocoa Rainbow (6 Suits),1,1
Omni (5 Suits),1,1
Pink & Prism (6 Suits),1,1
Rainbow & Muddy Rainbow (6 Suits),1,1
White-Ones & Omni (6 Suits),1,1
White & Light Pink (4 Suits),1,1
Ambiguous (6 Suits),1,1
Rainbow & Light Pink (6 Suits),1,1
Reversed (4 Suits),1,1
Black Reversed (6 Suits),1,1
White-Ones & Gray (6 Suits),1,1
Rainbow-Ones & Brown (4 Suits),1,1
Special Mix (5 Suits),5,0
Rainbow & Gray (6 Suits),4,0
Extremely Ambiguous (6 Suits),4,0
Prism & Dark Rainbow (5 Suits),3,0
Rainbow & Pink (5 Suits),3,0
Deceptive-Ones & White (5 Suits),3,0
Dual-Color & Prism (4 Suits),3,0
Cow & Pig (6 Suits),3,0
Pink-Ones & Dark Rainbow (6 Suits),3,0
Omni-Ones & Omni (5 Suits),3,0
Rainbow-Fives & Cocoa Rainbow (5 Suits),2,0
Rainbow-Ones & White (5 Suits),2,0
Omni-Ones & Dark Prism (5 Suits),2,0
Light Pink (3 Suits),2,0
Rainbow-Ones & Dark Rainbow (5 Suits),2,0
Rainbow & Brown (4 Suits),2,0
White-Ones & Dark Omni (6 Suits),2,0
White-Ones & Dark Pink (6 Suits),2,0
Brown-Fives & Light Pink (6 Suits),2,0
Duck (6 Suits),2,0
Up or Down & Prism (6 Suits),2,0
White-Ones & Prism (6 Suits),2,0
Light-Pink-Fives & White (5 Suits),2,0
Pink & Muddy Rainbow (4 Suits),2,0
Pink & White (3 Suits),2,0
Rainbow & Prism (3 Suits),2,0
Omni & Cocoa Rainbow (5 Suits),2,0
Throw It in a Hole & Brown (6 Suits),2,0
Deceptive-Ones (5 Suits),1,0
Prism (4 Suits),1,0
Rainbow & Pink (6 Suits),1,0
Dual-Color (6 Suits),1,0
Muddy-Rainbow-Ones & Omni (5 Suits),1,0
Up or Down & Muddy Rainbow (5 Suits),1,0
White & Dark Brown (6 Suits),1,0
Rainbow & Null (6 Suits),1,0
Brown-Ones & Rainbow (5 Suits),1,0
Null-Ones (6 Suits),1,0
Rainbow & White (5 Suits),1,0
Omni-Fives & Gray (6 Suits),1,0
Up or Down & Muddy Rainbow (6 Suits),1,0
White-Ones & Black (6 Suits),1,0
White-Ones & Rainbow (4 Suits),1,0
Black & Brown (5 Suits),1,0
Rainbow & Pink (3 Suits),1,0
Muddy-Rainbow-Fives & Omni (5 Suits),1,0
Throw It in a Hole (4 Suits),1,0
White & Prism (6 Suits),1,0
Light Pink & Prism (4 Suits),1,0
Rainbow & White (3 Suits),1,0
Rainbow & Null (3 Suits),1,0
White-Ones & Gray (5 Suits),1,0
Throw It in a Hole & Rainbow (4 Suits),1,0
White-Ones (3 Suits),1,0
Rainbow-Fives (4 Suits),1,0
Clue Starved & Pink (6 Suits),1,0
Rainbow & Brown (3 Suits),1,0
3 Suits,1,0
Brown-Ones & Pink (4 Suits),1,0
Brown-Fives & Brown (4 Suits),1,0
Extremely Ambiguous & Light Pink (5 Suits),1,0
Pink-Fives & Dark Prism (6 Suits),1,0
Dark Brown & Dark Prism (6 Suits),1,0
Extremely Ambiguous & Omni (5 Suits),1,0
Pink & Dark Prism (5 Suits),1,0
Rainbow & Light Pink (5 Suits),1,0
Ambiguous Mix,1,0
Dual-Color & Rainbow (6 Suits),1,0
Up or Down & Pink (6 Suits),1,0
Light-Pink-Fives (6 Suits),1,0
Black & Gray (6 Suits),1,0
Deceptive-Fives (4 Suits),1,0
Dark Prism Reversed (6 Suits),1,0
Rainbow-Fives & Rainbow (4 Suits),1,0
