player1,player2,attempts,won_variants,attempts/win
ADrone,pianoblook,230,48,4.79
Aluap,antitelharsic,76,9,8.44
Amy2,wump,107,27,3.96
Amy2,Nitrate2,51,15,3.40
anser,nukelauncher,40,11,3.64
anser,william65537,68,4,17.00
asaelr,scharkbite,5,3,1.67
avanderwalde,rkass,20,4,5.00
BlueNovember,Pantheia,41,7,5.86
BlueNovember,Crux,61,3,20.33
ChristopheAF,Lanvin,6,2,3.00
Dr_Kakashi,kimbifille,297,26,11.42
Dr_Kakashi,IAMJEFF,241,34,7.09
Dr_Kakashi,asaelr,19,4,4.75
Dr_Kakashi,Floriman,7,2,3.50
Dr_Kakashi,Kyle,23,0,NA
Dr_Kakashi,Valetta6789,0,0,NA
Dr_Kakashi,scharkbite,5,1,5.00
Dr_Kakashi,RaKXeR,146,2,73.00
Dr_Kakashi,micerang,2,1,2.00
Dr_Kakashi,Fireheart,8,1,8.00
Dr_Kakashi,Livia,60,6,10.00
Durandal,HelanaAshryvr,265,52,5.10
Durandal,Lanvin,89,13,6.85
Durandal,squirrel1988,43,7,6.14
emilyzhao,squidgetx,72,20,3.60
Fireheart,Valetta6789,323,67,4.82
Fireheart,Kyle,6,1,6.00
Fireheart,micerang,0,0,NA
Fireheart,Zamiel,58,5,11.60
Fireheart,asaelr,24,6,4.00
Fireheart,Livia,87,6,14.50
Fireheart,scharkbite,20,5,4.00
Fireheart,IAMJEFF,162,25,6.48
Floriman,kimbifille,4,1,4.00
Floriman,Kyle,9,1,9.00
Floriman,Valetta6789,0,0,NA
Floriman,asaelr,7,3,2.33
Floriman,florrat2,0,0,NA
Floriman,RaKXeR,0,0,NA
Floriman,scharkbite,0,0,NA
florrat2,timotree,72,1,72.00
florrat2,postmans,9,2,4.50
florrat2,sankala,62,1,62.00
HelanaAshryvr,Lanvin,24,6,4.00
HelanaAshryvr,squirrel1988,23,8,2.88
IAMJEFF,kimbifille,56,13,4.31
IAMJEFF,Zamiel,29,4,7.25
IAMJEFF,asaelr,64,4,16.00
IAMJEFF,Valetta6789,146,16,9.12
IAMJEFF,scharkbite,28,4,7.00
indego,melwen,0,0,NA
Jake_Stiles,solarstar92,144,22,6.55
jh,lh,92,12,7.67
kimbifille,pianoblook,0,0,NA
kimbifille,piper,9,1,9.00
kimbifille,kooolant,21,5,4.20
Kyle,asaelr,17,5,3.40
Kyle,scharkbite,30,4,7.50
Kyle,Zamiel,13,1,13.00
Kyle,micerang,5,1,5.00
Kyle,TimeHoodie,0,0,NA
Lanvin,melwen,9,0,NA
Lanvin,VerySloppyTwo,119,24,4.96
Lanvin,indego,6,0,NA
Lanvin,dobi,6,4,1.50
Lanvin,Lel0uch,7,1,7.00
Lanvin,Wittvector,15,3,5.00
Lanvin,jack67889,3,1,3.00
Lanvin,MangoPie,6,0,NA
Lanvin,rz,10,4,2.50
Lanvin,squirrel1988,79,20,3.95
Lel0uch,indego,430,68,6.32
Lel0uch,melwen,230,38,6.05
Lel0uch,MarkusKahlsen,22,5,4.40
Lel0uch,derekcheah,0,0,NA
Lel0uch,squirrel1988,42,7,6.00
Lel0uch,frosty104,8,3,2.67
Libster,sjdrodge,0,0,NA
Libster,timotree,0,0,NA
Libster,Valetta6789,22,3,7.33
Libster,florrat2,126,9,14.00
Libster,RaKXeR,150,4,37.50
Libster,sankala,0,0,NA
Libster,Zamiel,109,6,18.17
Libster,NoMercy,0,0,NA
Libster,Razvogor,42,0,NA
Libster,frog-kun,43,1,43.00
Libster,Razgovor,27,5,5.40
Libster,NotRaKXeR,9,0,NA
Livia,invarse,62,12,5.17
melwen,ntinta,0,0,NA
melwen,scharkbite,18,3,6.00
melwen,squirrel1988,12,3,4.00
melwen,sephiroth,0,0,NA
micerang,scharkbite,3,0,NA
NoMercy,florrat2,0,0,NA
NoMercy,Zamiel,24,3,8.00
Pablo-,nitawa,145,40,3.62
pianoblook,piper,0,0,NA
RaKXeR,florrat2,47,5,9.40
RaKXeR,Valetta6789,42,2,21.00
RaKXeR,Zamiel,23,1,23.00
Razvogor,florrat2,123,2,61.50
rz,wump,11,3,3.67
Sh,jh,340,95,3.58
Sh,lh,44,9,4.89
Syrah,scepheo,41,8,5.12
Syrah,mugsly,0,0,NA
TheDaniMan,indego,186,19,9.79
TheDaniMan,doeo,0,0,NA
TheDaniMan,lilyxy,78,16,4.88
TimeHoodie,kimbifille,4,2,2.00
TimeHoodie,melwen,5,0,NA
Valetta6789,florrat2,44,2,22.00
VerySloppyTwo,sephiroth,2,0,NA
Zamiel,kimbifille,7,1,7.00
Zamiel,micerang,24,1,24.00
Zamiel,scharkbite,0,0,NA
Zamiel,florrat2,87,5,17.40
Zamiel,sankala,31,2,15.50
