variant,attempts,won
Rainbow & Pink (6 Suits),3,1
Null-Ones (6 Suits),3,1
Pink & Muddy Rainbow (6 Suits),3,1
Pink & Light Pink (6 Suits),2,1
Muddy Rainbow & Light Pink (6 Suits),1,1
Pink-Ones (6 Suits),1,1
Null (6 Suits),5,0
Throw It in a Hole (6 Suits),5,0
Rainbow & Null (6 Suits),4,0
Up or Down & Null (6 Suits),3,0
Cow & Pig (6 Suits),3,0
Ambiguous & Dual-Color,3,0
Brown (6 Suits),2,0
White (6 Suits),2,0
Up or Down & Muddy Rainbow (6 Suits),2,0
Rainbow (6 Suits),1,0
Brown & Omni (6 Suits),1,0
Pink & Omni (6 Suits),1,0
Brown-Ones & Omni (6 Suits),1,0
Dual-Color & Prism (6 Suits),1,0
Dual-Color & Brown (6 Suits),1,0
