variant,attempts,won
Brown & Null (5 Suits),2,1
Omni (4 Suits),2,1
6 Suits,1,1
White-Ones (5 Suits),1,1
Pink & Light Pink (5 Suits),1,1
Brown-Ones & Gray Pink (6 Suits),1,1
Light Pink (6 Suits),1,1
Throw It in a Hole (6 Suits),1,1
White-Ones & Brown (4 Suits),1,1
Dual-Color & Prism (6 Suits),1,1
Special Mix (5 Suits),13,0
Black (5 Suits),10,0
No Variant,4,0
White-Fives & Gray Pink (5 Suits),3,0
Black & Omni (6 Suits),3,0
White & Light Pink (5 Suits),3,0
3 Suits,2,0
Rainbow (4 Suits),2,0
Brown (6 Suits),2,0
Dark Pink (6 Suits),2,0
Rainbow & Dark Pink (6 Suits),2,0
Pink & Light Pink (6 Suits),2,0
Light Pink & Prism (6 Suits),2,0
Pink & Dark Omni (6 Suits),2,0
Muddy Rainbow (5 Suits),2,0
Pink-Ones & Pink (6 Suits),2,0
White (4 Suits),1,0
White (6 Suits),1,0
Brown-Ones & Pink (5 Suits),1,0
Alternating Clues & Gray Pink (6 Suits),1,0
Pink-Ones & Prism (5 Suits),1,0
Black & Pink (5 Suits),1,0
Rainbow-Ones (5 Suits),1,0
Rainbow (5 Suits),1,0
White-Ones & Rainbow (4 Suits),1,0
Dark Omni (5 Suits),1,0
Pink & Omni (5 Suits),1,0
Muddy-Rainbow-Ones & Dark Omni (6 Suits),1,0
Dark Pink (5 Suits),1,0
White-Ones & Brown (3 Suits),1,0
Cocoa Rainbow (6 Suits),1,0
Dark Rainbow (5 Suits),1,0
Dual-Color (6 Suits),1,0
White-Ones & Black (6 Suits),1,0
Clue Starved (6 Suits),1,0
Rainbow & Gray Pink (5 Suits),1,0
Dark Brown (6 Suits),1,0
Brown & Dark Prism (5 Suits),1,0
Gray (5 Suits),1,0
Omni (6 Suits),1,0
Prism Reversed (6 Suits),1,0
Brown (4 Suits),1,0
White & Muddy Rainbow (6 Suits),1,0
Pink-Ones (6 Suits),1,0
Dual-Color & Omni (6 Suits),1,0
