variant,attempts,won
Clue Starved (5 Suits),5,1
Dark Rainbow (6 Suits),4,1
No Variant,2,1
Light Pink (6 Suits),1,1
Rainbow (5 Suits),4,0
Gray (5 Suits),4,0
Pink-Ones (5 Suits),3,0
Rainbow & Prism (4 Suits),3,0
Light-Pink-Fives & White (6 Suits),2,0
Prism (5 Suits),2,0
Light-Pink-Ones & Pink (5 Suits),1,0
Muddy-Rainbow-Ones & Dark Brown (6 Suits),1,0
Omni (6 Suits),1,0
Dark Brown (6 Suits),1,0
Dark Pink (6 Suits),1,0
Rainbow-Ones & Dark Pink (6 Suits),1,0
Dual-Color (6 Suits),1,0
Rainbow & Pink (4 Suits),1,0
