variant,attempts,won
Black (6 Suits),11,1
Dark Rainbow (6 Suits),4,1
6 Suits,2,1
No Variant,1,1
Omni (5 Suits),1,1
White (5 Suits),1,1
Rainbow (6 Suits),1,1
Rainbow (4 Suits),1,1
Rainbow & White (6 Suits),1,1
Brown (4 Suits),1,1
Black (5 Suits),7,0
Dark Pink (6 Suits),5,0
Black & Dark Pink (6 Suits),4,0
Dark Null (5 Suits),4,0
Clue Starved (5 Suits),3,0
Gray (6 Suits),3,0
Rainbow & Dark Null (5 Suits),3,0
Omni (6 Suits),2,0
Black & Pink (6 Suits),2,0
White & Brown (6 Suits),2,0
Rainbow & Null (5 Suits),2,0
Black & Prism (6 Suits),2,0
Clue Starved & Muddy Rainbow (6 Suits),2,0
Alternating Clues (5 Suits),1,0
Omni-Ones & Brown (5 Suits),1,0
Brown (5 Suits),1,0
Black & White (6 Suits),1,0
Light Pink & Gray (6 Suits),1,0
Dual-Color & Omni (6 Suits),1,0
Prism (5 Suits),1,0
