variant,attempts,won
6 Suits,5,1
Black (6 Suits),4,1
Omni (4 Suits),4,1
Dual-Color Mix,4,1
Pink (6 Suits),3,1
Muddy Rainbow (6 Suits),3,1
Rainbow (6 Suits),2,1
White (5 Suits),2,1
Dual-Color (5 Suits),2,1
Rainbow-Ones (5 Suits),2,1
No Variant,1,1
White (6 Suits),1,1
Rainbow (4 Suits),1,1
Dual-Color & Pink (6 Suits),1,1
Rainbow Reversed (6 Suits),1,1
Dark Rainbow (6 Suits),9,0
Brown (5 Suits),7,0
Dark Pink (6 Suits),7,0
Pink (5 Suits),7,0
Pink (4 Suits),6,0
Rainbow-Ones (6 Suits),5,0
Cocoa Rainbow (5 Suits),5,0
Rainbow (5 Suits),4,0
4 Suits,3,0
Up or Down (6 Suits),3,0
Rainbow & White (6 Suits),3,0
Gray Pink (5 Suits),3,0
Rainbow & Light Pink (5 Suits),3,0
Light Pink & Dark Prism (6 Suits),3,0
Black (5 Suits),2,0
Color Mute (6 Suits),2,0
Totally Blind (5 Suits),2,0
Dual-Color & Rainbow (6 Suits),2,0
Up or Down (5 Suits),2,0
Black & Omni (6 Suits),2,0
White & Brown (6 Suits),2,0
Pink-Fives & Rainbow (6 Suits),2,0
Extremely Ambiguous (4 Suits),2,0
Dark Pink (5 Suits),2,0
Up or Down & Brown (6 Suits),2,0
Brown (6 Suits),1,0
Null (6 Suits),1,0
Rainbow (3 Suits),1,0
Brown & Dark Rainbow (6 Suits),1,0
Pink & Dark Brown (6 Suits),1,0
Up or Down & Rainbow (6 Suits),1,0
Ambiguous Mix,1,0
Black & Rainbow (6 Suits),1,0
Dark Brown (6 Suits),1,0
Brown-Fives & Dark Pink (6 Suits),1,0
Omni-Ones & Brown (5 Suits),1,0
Rainbow & Brown (5 Suits),1,0
Light Pink (5 Suits),1,0
Cocoa Rainbow (6 Suits),1,0
Pink & Prism (6 Suits),1,0
Light-Pink-Fives & Dark Rainbow (5 Suits),1,0
Dual-Color & Dark Pink (6 Suits),1,0
Up or Down & White (6 Suits),1,0
