player1,player2,attempts,won_variants,attempts/win
ADrone,pianoblook,200,41,4.88
Aluap,antitelharsic,110,22,5.00
Amy2,wump,67,15,4.47
Amy2,Nitrate2,23,3,7.67
anser,nukelauncher,145,25,5.80
anser,william65537,37,8,4.62
asaelr,scharkbite,115,34,3.38
avanderwalde,rkass,269,55,4.89
BlueNovember,Pantheia,210,25,8.40
BlueNovember,Crux,157,23,6.83
ChristopheAF,Lanvin,178,27,6.59
Dr_Kakashi,kimbifille,457,51,8.96
Dr_Kakashi,IAMJEFF,411,80,5.14
Dr_Kakashi,asaelr,170,40,4.25
Dr_Kakashi,Floriman,195,38,5.13
Dr_Kakashi,Kyle,191,25,7.64
Dr_Kakashi,Valetta6789,161,27,5.96
Dr_Kakashi,scharkbite,177,33,5.36
Dr_Kakashi,RaKXeR,157,16,9.81
Dr_Kakashi,micerang,164,35,4.69
Dr_Kakashi,Fireheart,148,26,5.69
Dr_Kakashi,Livia,173,29,5.97
Durandal,HelanaAshryvr,43,9,4.78
Durandal,Lanvin,38,3,12.67
Durandal,squirrel1988,19,2,9.50
emilyzhao,squidgetx,118,29,4.07
Fireheart,Valetta6789,492,117,4.21
Fireheart,Kyle,275,57,4.82
Fireheart,micerang,143,31,4.61
Fireheart,Zamiel,271,27,10.04
Fireheart,asaelr,239,51,4.69
Fireheart,Livia,190,33,5.76
Fireheart,scharkbite,208,31,6.71
Fireheart,IAMJEFF,532,86,6.19
Floriman,kimbifille,177,30,5.90
Floriman,Kyle,134,32,4.19
Floriman,Valetta6789,158,31,5.10
Floriman,asaelr,143,31,4.61
Floriman,florrat2,93,4,23.25
Floriman,RaKXeR,53,6,8.83
Floriman,scharkbite,120,26,4.62
florrat2,timotree,57,5,11.40
florrat2,postmans,49,6,8.17
florrat2,sankala,64,6,10.67
HelanaAshryvr,Lanvin,136,31,4.39
HelanaAshryvr,squirrel1988,91,12,7.58
IAMJEFF,kimbifille,132,30,4.40
IAMJEFF,Zamiel,151,19,7.95
IAMJEFF,asaelr,193,39,4.95
IAMJEFF,Valetta6789,282,55,5.13
IAMJEFF,scharkbite,180,41,4.39
indego,melwen,100,20,5.00
Jake_Stiles,solarstar92,13,4,3.25
jh,lh,437,51,8.57
kimbifille,pianoblook,588,129,4.56
kimbifille,piper,536,124,4.32
kimbifille,kooolant,176,27,6.52
Kyle,asaelr,109,22,4.95
Kyle,scharkbite,153,25,6.12
Kyle,Zamiel,289,35,8.26
Kyle,micerang,147,30,4.90
Kyle,TimeHoodie,72,20,3.60
Lanvin,melwen,151,38,3.97
Lanvin,VerySloppyTwo,171,43,3.98
Lanvin,indego,130,19,6.84
Lanvin,dobi,105,20,5.25
Lanvin,Lel0uch,153,40,3.83
Lanvin,Wittvector,142,21,6.76
Lanvin,jack67889,135,27,5.00
Lanvin,MangoPie,131,38,3.45
Lanvin,rz,146,38,3.84
Lanvin,squirrel1988,82,16,5.12
Lel0uch,indego,364,57,6.39
Lel0uch,melwen,295,77,3.83
Lel0uch,MarkusKahlsen,82,28,2.93
Lel0uch,derekcheah,169,35,4.83
Lel0uch,squirrel1988,100,23,4.35
Lel0uch,frosty104,71,19,3.74
Libster,sjdrodge,76,14,5.43
Libster,timotree,25,5,5.00
Libster,Valetta6789,212,11,19.27
Libster,florrat2,256,42,6.10
Libster,RaKXeR,163,18,9.06
Libster,sankala,70,7,10.00
Libster,Zamiel,242,27,8.96
Libster,NoMercy,227,13,17.46
Libster,Razvogor,217,10,21.70
Libster,frog-kun,229,0,NA
Libster,Razgovor,103,19,5.42
Libster,NotRaKXeR,42,5,8.40
Livia,invarse,56,7,8.00
melwen,ntinta,33,9,3.67
melwen,scharkbite,207,34,6.09
melwen,squirrel1988,80,20,4.00
melwen,sephiroth,99,10,9.90
micerang,scharkbite,124,33,3.76
NoMercy,florrat2,201,6,33.50
NoMercy,Zamiel,115,16,7.19
Pablo-,nitawa,197,51,3.86
pianoblook,piper,530,122,4.34
RaKXeR,florrat2,140,18,7.78
RaKXeR,Valetta6789,120,7,17.14
RaKXeR,Zamiel,62,12,5.17
Razvogor,florrat2,200,8,25.00
rz,wump,142,36,3.94
Sh,jh,437,51,8.57
Sh,lh,437,51,8.57
Syrah,scepheo,399,95,4.20
Syrah,mugsly,394,94,4.19
TheDaniMan,indego,125,20,6.25
TheDaniMan,doeo,236,45,5.24
TheDaniMan,lilyxy,333,60,5.55
TimeHoodie,kimbifille,100,18,5.56
TimeHoodie,melwen,123,24,5.12
Valetta6789,florrat2,207,7,29.57
VerySloppyTwo,sephiroth,106,17,6.24
Zamiel,kimbifille,140,17,8.24
Zamiel,micerang,226,34,6.65
Zamiel,scharkbite,290,42,6.90
Zamiel,florrat2,202,32,6.31
Zamiel,sankala,67,9,7.44
