variant,attempts,won
Brown & Omni (6 Suits),20,1
Pink (6 Suits),14,1
Black & Pink (6 Suits),13,1
Extremely Ambiguous (6 Suits),13,1
Rainbow & Dark Pink (6 Suits),9,1
White & Dark Rainbow (6 Suits),8,1
White & Dark Pink (5 Suits),8,1
Rainbow & Dark Pink (5 Suits),7,1
White & Dark Rainbow (5 Suits),7,1
Extremely Ambiguous (5 Suits),7,1
Omni & Dark Pink (5 Suits),5,1
Brown & Dark Rainbow (5 Suits),5,1
Omni & Dark Rainbow (6 Suits),5,1
Ambiguous Mix,5,1
Black & Light Pink (5 Suits),5,1
Brown & Gray (5 Suits),4,1
White (3 Suits),3,1
Pink (3 Suits),3,1
Brown (4 Suits),3,1
Pink & Dark Rainbow (6 Suits),3,1
White & Dark Pink (6 Suits),3,1
Pink & Gray (6 Suits),3,1
Alternating Clues (5 Suits),3,1
Omni & Gray (6 Suits),3,1
Rainbow (3 Suits),2,1
Pink (4 Suits),2,1
Brown (3 Suits),2,1
Dark Rainbow (5 Suits),2,1
White & Brown (6 Suits),2,1
Ambiguous & White (5 Suits),2,1
Brown & Dark Pink (5 Suits),2,1
Rainbow & Gray (5 Suits),2,1
Extremely Ambiguous (4 Suits),2,1
Rainbow (4 Suits),1,1
White (4 Suits),1,1
Pink (5 Suits),1,1
Brown (5 Suits),1,1
Dark Pink (5 Suits),1,1
Ambiguous (4 Suits),1,1
Brown & Dark Pink (6 Suits),1,1
Brown & Omni (5 Suits),1,1
Black & Gray (6 Suits),1,1
Black & Muddy Rainbow (5 Suits),1,1
Alternating Clues (6 Suits),6,0
Brown (6 Suits),5,0
Gray (6 Suits),5,0
Rainbow & Pink (6 Suits),3,0
Black & Rainbow (6 Suits),3,0
Dark Rainbow (6 Suits),2,0
Black & Pink (5 Suits),2,0
Black (6 Suits),1,0
Pink & Brown (6 Suits),1,0
Throw It in a Hole (5 Suits),1,0
Dark Brown & Dark Omni (6 Suits),1,0
Black & Dark Brown (6 Suits),1,0
Brown & Dark Omni (5 Suits),1,0
