variant,attempts,won
Pink-Ones (5 Suits),7,1
White (5 Suits),5,1
Pink & Brown (5 Suits),4,1
Up or Down & Muddy Rainbow (5 Suits),4,1
White & Brown (5 Suits),4,1
White-Ones & Omni (5 Suits),4,1
No Variant,3,1
Brown (5 Suits),3,1
Clue Starved & White (5 Suits),3,1
Rainbow-Ones & Light Pink (5 Suits),3,1
Up or Down & Rainbow (5 Suits),2,1
Rainbow & Omni (5 Suits),2,1
Extremely Ambiguous (5 Suits),2,1
White & Muddy Rainbow (5 Suits),2,1
Up or Down (5 Suits),1,1
Rainbow (5 Suits),1,1
Pink (5 Suits),1,1
Deceptive-Ones (5 Suits),1,1
Rainbow & Muddy Rainbow (5 Suits),1,1
Pink & Omni (5 Suits),1,1
Clue Starved & Prism (5 Suits),1,1
Clue Starved (5 Suits),1,1
Up or Down & Light Pink (5 Suits),1,1
Up or Down & Pink (5 Suits),1,1
Brown-Ones & Rainbow (5 Suits),1,1
Omni & Null (5 Suits),1,1
Light-Pink-Fives & White (5 Suits),1,1
Pink & Light Pink (5 Suits),5,0
White Reversed (5 Suits),4,0
Prism (5 Suits),3,0
Dual-Color (5 Suits),1,0
