variant,attempts,won
Muddy Rainbow (4 Suits),9,1
Light Pink (6 Suits),6,1
No Variant,5,1
Brown (5 Suits),5,1
Black & Pink (5 Suits),4,1
Prism (6 Suits),3,1
Light Pink (5 Suits),3,1
Up or Down & Rainbow (5 Suits),3,1
Deceptive-Ones (5 Suits),2,1
Special Mix (5 Suits),2,1
Omni (5 Suits),2,1
Cocoa Rainbow (5 Suits),2,1
Light Pink (4 Suits),2,1
Black (6 Suits),1,1
4 Suits,1,1
Brown (6 Suits),1,1
Muddy Rainbow (5 Suits),1,1
Up or Down (5 Suits),1,1
Black & Pink (6 Suits),2,0
Up or Down & White (5 Suits),1,0
Muddy Rainbow (6 Suits),1,0
Dark Rainbow (5 Suits),1,0
