variant,attempts,won
Black (6 Suits),12,1
Dark Brown (6 Suits),10,1
No Variant,6,1
Cocoa Rainbow (6 Suits),4,1
Rainbow & Light Pink (5 Suits),3,1
White (5 Suits),2,1
4 Suits,2,1
Throw It in a Hole (4 Suits),2,1
6 Suits,1,1
Rainbow & Brown (6 Suits),1,1
Dark Omni (6 Suits),1,1
Rainbow & Brown (5 Suits),1,1
Dual-Color (6 Suits),1,1
Rainbow-Ones (5 Suits),1,1
Rainbow & White (6 Suits),1,1
Pink & Muddy Rainbow (5 Suits),1,1
White-Ones & Light Pink (5 Suits),1,1
Pink-Ones & Brown (6 Suits),1,1
White-Ones (6 Suits),1,1
Rainbow-Fives & Black (6 Suits),1,1
Dark Rainbow (6 Suits),9,0
Black & Rainbow (6 Suits),7,0
Throw It in a Hole (6 Suits),7,0
Black (5 Suits),6,0
Cocoa Rainbow (5 Suits),5,0
Dark Prism (6 Suits),5,0
Muddy Rainbow (6 Suits),4,0
Pink (5 Suits),4,0
Rainbow (6 Suits),4,0
Dark Brown (5 Suits),4,0
Null (5 Suits),4,0
Rainbow (5 Suits),3,0
Black & Pink (6 Suits),3,0
Light Pink (5 Suits),3,0
3 Suits,2,0
Rainbow & Dark Pink (6 Suits),2,0
White & Brown (6 Suits),2,0
Pink-Ones (6 Suits),2,0
Rainbow & White (5 Suits),2,0
Reversed (6 Suits),2,0
Rainbow & Dark Prism (6 Suits),2,0
Pink (4 Suits),1,0
Up or Down (5 Suits),1,0
White-Ones & Light Pink (3 Suits),1,0
Up or Down & White (6 Suits),1,0
Dark Omni (5 Suits),1,0
Pink-Ones (5 Suits),1,0
Rainbow & Dark Omni (6 Suits),1,0
Rainbow & Prism (6 Suits),1,0
