variant,attempts,won
Deceptive-Fives & Light Pink (6 Suits),22,1
Pink-Fives & White (6 Suits),13,1
Light-Pink-Ones (6 Suits),12,1
Deceptive-Fives & White (6 Suits),10,1
Omni-Ones & Light Pink (6 Suits),10,1
Pink-Ones & Omni (6 Suits),9,1
White & Light Pink (6 Suits),7,1
Omni-Fives & Brown (6 Suits),7,1
Pink-Ones & Brown (6 Suits),6,1
Omni-Ones & Rainbow (6 Suits),6,1
Dual-Color & Rainbow (6 Suits),5,1
Pink-Ones & Pink (6 Suits),5,1
Brown-Ones & Brown (6 Suits),5,1
Light-Pink-Ones & Brown (6 Suits),5,1
Light-Pink-Ones & Rainbow (6 Suits),5,1
Light-Pink-Ones & Prism (6 Suits),5,1
Muddy-Rainbow-Ones & Omni (6 Suits),5,1
Rainbow-Fives & Rainbow (6 Suits),5,1
Pink & Light Pink (6 Suits),4,1
Pink-Ones & Prism (6 Suits),4,1
Brown-Ones & Muddy Rainbow (6 Suits),4,1
White-Ones & Brown (6 Suits),4,1
Rainbow-Fives (6 Suits),4,1
Rainbow-Fives & White (6 Suits),4,1
Rainbow & White (6 Suits),4,1
Rainbow & Light Pink (6 Suits),4,1
White & Brown (6 Suits),4,1
Light Pink & Prism (6 Suits),3,1
Brown-Ones & Omni (6 Suits),3,1
Rainbow-Fives & Pink (6 Suits),3,1
White & Omni (6 Suits),2,1
Rainbow-Fives & Brown (6 Suits),2,1
White-Ones & Omni (6 Suits),2,1
6 Suits,2,1
Muddy-Rainbow-Fives & Pink (6 Suits),2,1
Rainbow-Ones & Muddy Rainbow (6 Suits),1,1
White-Ones & Light Pink (6 Suits),1,1
Pink-Ones & Muddy Rainbow (6 Suits),1,1
Deceptive-Fives & Brown (6 Suits),20,0
Muddy Rainbow & Prism (6 Suits),3,0
Clue Starved (6 Suits),2,0
Null (6 Suits),1,0
