variant,attempts,won
Dark Omni & Dark Null (6 Suits),23,1
Black & Dark Prism (6 Suits),22,1
Black & Dark Omni (6 Suits),19,1
Dark Pink & Dark Null (6 Suits),18,1
Black & Dark Null (6 Suits),14,1
Dark Pink & Dark Omni (6 Suits),13,1
Dark Pink & Dark Brown (6 Suits),12,1
Black & Cocoa Rainbow (6 Suits),9,1
Dark Rainbow & Gray (6 Suits),8,1
Black & Gray (6 Suits),7,1
Black & Gray Pink (6 Suits),7,1
Dark Rainbow & Dark Brown (6 Suits),6,1
Black & Dark Rainbow (6 Suits),2,1
Dark Pink & Cocoa Rainbow (6 Suits),2,1
Dark Rainbow & Dark Pink (6 Suits),1,1
Dark Pink & Gray (6 Suits),15,0
Dark Pink & Dark Prism (6 Suits),7,0
Dark Omni & Dark Prism (6 Suits),4,0
Black & Dark Brown (6 Suits),3,0
Black & Dark Pink (6 Suits),2,0
Dark Omni & Cocoa Rainbow (6 Suits),1,0
Dark Pink & Gray Pink (6 Suits),1,0
