variant,attempts,won
White & Null (6 Suits),9,1
Rainbow-Ones & Light Pink (6 Suits),9,1
Null & Prism (6 Suits),6,1
Brown & Null (6 Suits),6,1
Light Pink (6 Suits),5,1
Pink-Ones (6 Suits),4,1
Rainbow-Ones & Prism (6 Suits),3,1
Null & Light Pink (6 Suits),3,1
White-Ones & Null (6 Suits),3,1
Pink-Fives (6 Suits),3,1
Null & Muddy Rainbow (6 Suits),3,1
Dual-Color & Null (6 Suits),2,1
Omni & Null (6 Suits),2,1
Null-Ones (6 Suits),2,1
Rainbow-Fives (6 Suits),2,1
Pink-Fives & Brown (6 Suits),2,1
Rainbow-Ones (6 Suits),1,1
Dual-Color & Light Pink (6 Suits),1,1
White-Ones & Brown (6 Suits),1,1
Light-Pink-Ones (6 Suits),1,1
Brown-Ones & Null (6 Suits),9,0
Up or Down & Brown (6 Suits),5,0
Rainbow-Ones & Pink (6 Suits),4,0
Pink-Fives & Prism (6 Suits),2,0
Rainbow-Ones & White (6 Suits),1,0
