variant,attempts,won
Omni & Muddy Rainbow (4 Suits),9,1
Muddy-Rainbow-Ones & Muddy Rainbow (4 Suits),9,1
Pink & Prism (4 Suits),8,1
Very Ambiguous & Brown (4 Suits),7,1
Dual-Color & Omni (4 Suits),5,1
Color Mute (4 Suits),4,1
Pink (4 Suits),4,1
Brown-Ones & Pink (4 Suits),4,1
White-Ones & Brown (4 Suits),4,1
Muddy-Rainbow-Fives & Muddy Rainbow (4 Suits),4,1
Reversed (4 Suits),4,1
Light Pink (4 Suits),3,1
White & Omni (4 Suits),3,1
Pink & Brown (4 Suits),3,1
Dual-Color & Brown (4 Suits),3,1
Dual-Color & Pink (4 Suits),3,1
Dual-Color & Light Pink (4 Suits),3,1
Dual-Color & Null (4 Suits),3,1
Rainbow & Light Pink (4 Suits),3,1
White & Brown (4 Suits),2,1
Pink & White (4 Suits),2,1
Extremely Ambiguous (4 Suits),2,1
Duck (4 Suits),2,1
Brown & Omni (4 Suits),2,1
Muddy Rainbow (4 Suits),2,1
White-Ones (4 Suits),2,1
Omni & Prism (4 Suits),2,1
Dual-Color & Muddy Rainbow (4 Suits),2,1
Pink & Muddy Rainbow (4 Suits),2,1
White & Light Pink (4 Suits),2,1
Rainbow Reversed (4 Suits),2,1
Rainbow-Fives & Muddy Rainbow (4 Suits),2,1
Rainbow & Pink (4 Suits),1,1
Pink & Omni (4 Suits),1,1
Ambiguous (4 Suits),1,1
Brown (4 Suits),1,1
Brown-Ones & Rainbow (4 Suits),1,1
White-Ones & Omni (4 Suits),1,1
White-Ones & Rainbow (4 Suits),1,1
Prism (4 Suits),1,1
White & Prism (4 Suits),1,1
Brown-Fives & White (4 Suits),1,1
White & Muddy Rainbow (4 Suits),1,1
Light-Pink-Ones & White (4 Suits),1,1
Brown-Ones & Prism (4 Suits),1,1
White-Fives & Prism (4 Suits),1,1
Dual-Color & Prism (4 Suits),1,1
Muddy Rainbow & Prism (4 Suits),1,1
Rainbow-Ones & White (4 Suits),1,1
Rainbow-Ones & Rainbow (4 Suits),1,1
Prism Reversed (4 Suits),1,1
Omni-Ones & Prism (4 Suits),1,1
Omni-Fives & Prism (4 Suits),1,1
Rainbow & Null (4 Suits),5,0
Color Blind (4 Suits),2,0
White (4 Suits),1,0
