variant,attempts,won
Black & Rainbow (5 Suits),4,1
Rainbow & White (5 Suits),3,1
Black & White (5 Suits),3,1
Null (5 Suits),3,1
White & Brown (5 Suits),2,1
Brown (5 Suits),2,1
Gray (5 Suits),2,1
No Variant,1,1
Dual-Color (5 Suits),1,1
Brown-Ones & White (5 Suits),1,1
Black (5 Suits),3,0
White & Dark Pink (5 Suits),3,0
Pink & Dark Rainbow (5 Suits),3,0
Omni-Ones & Brown (5 Suits),2,0
Muddy-Rainbow-Ones & Dark Brown (5 Suits),2,0
Omni (5 Suits),1,0
Rainbow (5 Suits),1,0
Dark Rainbow (5 Suits),1,0
Up or Down & Rainbow (5 Suits),1,0
Black & Null (5 Suits),1,0
Null & Prism (5 Suits),1,0
