variant,attempts,won
Brown-Ones & Dark Omni (6 Suits),6,1
Brown (6 Suits),2,1
Gray (6 Suits),2,1
Dark Omni (6 Suits),2,1
Omni (6 Suits),1,1
Black (6 Suits),1,1
Dual-Color (6 Suits),1,1
Rainbow (6 Suits),1,1
Null (6 Suits),17,0
Dark Brown (6 Suits),5,0
Ambiguous & Dual-Color,5,0
Black & Null (6 Suits),4,0
Dark Pink (6 Suits),3,0
Black & Rainbow (6 Suits),3,0
Up or Down (6 Suits),2,0
Pink (6 Suits),2,0
6 Suits,1,0
Dual-Color & Rainbow (6 Suits),1,0
Pink & Brown (6 Suits),1,0
Pink & White (6 Suits),1,0
Throw It in a Hole (6 Suits),1,0
White (6 Suits),1,0
Brown & Omni (6 Suits),1,0
Up or Down & White (6 Suits),1,0
Cocoa Rainbow (6 Suits),1,0
Rainbow-Ones & White (6 Suits),1,0
