variant,attempts,won
Null (6 Suits),21,1
Throw It in a Hole & White (5 Suits),18,1
Up or Down & Pink (6 Suits),16,1
White-Fives & Rainbow (4 Suits),7,1
Prism Reversed (4 Suits),7,1
Ambiguous (6 Suits),6,1
Totally Blind (5 Suits),5,1
Dark Null (6 Suits),5,1
Prism Reversed (6 Suits),5,1
Dual-Color (5 Suits),4,1
Dual-Color & Rainbow (6 Suits),4,1
Gray Pink (6 Suits),4,1
Ambiguous & Brown (3 Suits),4,1
Omni & Null (3 Suits),3,1
White-Fives & Rainbow (5 Suits),3,1
Throw It in a Hole & White (4 Suits),3,1
Dual-Color (6 Suits),3,1
Prism Reversed (3 Suits),3,1
Prism Reversed (5 Suits),3,1
Brown (5 Suits),2,1
Black & Rainbow (6 Suits),2,1
Ambiguous & White (5 Suits),2,1
Dual-Color & Rainbow (4 Suits),2,1
Ambiguous & Pink (3 Suits),2,1
White-Fives (3 Suits),1,1
White-Fives & Rainbow (3 Suits),1,1
Reversed (3 Suits),1,1
Ambiguous & White (3 Suits),1,1
Black & Dark Pink (6 Suits),19,0
Brown & Dark Pink (5 Suits),11,0
Black & Brown (5 Suits),8,0
Black & Omni (6 Suits),4,0
Totally Blind (6 Suits),3,0
Light-Pink-Fives & Dark Omni (6 Suits),3,0
Omni (6 Suits),2,0
Ambiguous & Light Pink (3 Suits),2,0
Pink & Gray (5 Suits),1,0
