player1,player2,attempts,won_variants,attempts/win
ADrone,pianoblook,5,2,2.50
Aluap,antitelharsic,7,2,3.50
Amy2,wump,2,1,2.00
Amy2,Nitrate2,7,1,7.00
anser,nukelauncher,0,0,NA
anser,william65537,0,0,NA
asaelr,scharkbite,20,0,NA
avanderwalde,rkass,29,11,2.64
BlueNovember,Pantheia,1,0,NA
BlueNovember,Crux,0,0,NA
ChristopheAF,Lanvin,23,3,7.67
Dr_Kakashi,kimbifille,27,5,5.40
Dr_Kakashi,asaelr,19,3,6.33
Dr_Kakashi,Floriman,36,6,6.00
Dr_Kakashi,IAMJEFF,11,0,NA
Dr_Kakashi,Kyle,35,4,8.75
Dr_Kakashi,Valetta6789,17,0,NA
Dr_Kakashi,scharkbite,14,0,NA
Dr_Kakashi,RaKXeR,9,0,NA
Dr_Kakashi,micerang,16,1,16.00
Dr_Kakashi,Fireheart,9,0,NA
Dr_Kakashi,Livia,7,2,3.50
Durandal,HelanaAshryvr,0,0,NA
Durandal,Lanvin,2,0,NA
Durandal,squirrel1988,0,0,NA
emilyzhao,squidgetx,5,0,NA
Fireheart,Valetta6789,15,2,7.50
Fireheart,Kyle,16,4,4.00
Fireheart,micerang,20,1,20.00
Fireheart,Zamiel,15,1,15.00
Fireheart,asaelr,8,2,4.00
Fireheart,Livia,13,1,13.00
Fireheart,scharkbite,20,1,20.00
Fireheart,IAMJEFF,8,0,NA
Floriman,kimbifille,19,2,9.50
Floriman,Valetta6789,30,2,15.00
Floriman,asaelr,23,3,7.67
Floriman,Kyle,44,5,8.80
Floriman,florrat2,23,0,NA
Floriman,RaKXeR,28,0,NA
Floriman,scharkbite,19,0,NA
florrat2,timotree,0,0,NA
florrat2,postmans,0,0,NA
florrat2,sankala,2,1,2.00
HelanaAshryvr,Lanvin,51,11,4.64
HelanaAshryvr,squirrel1988,32,3,10.67
IAMJEFF,kimbifille,1,0,NA
IAMJEFF,asaelr,7,1,7.00
IAMJEFF,Zamiel,10,0,NA
IAMJEFF,Valetta6789,8,0,NA
IAMJEFF,scharkbite,11,0,NA
indego,melwen,40,4,10.00
Jake_Stiles,solarstar92,0,0,NA
kimbifille,pianoblook,17,6,2.83
kimbifille,piper,10,4,2.50
kimbifille,kooolant,5,1,5.00
Kyle,scharkbite,37,6,6.17
Kyle,asaelr,35,3,11.67
Kyle,Zamiel,25,3,8.33
Kyle,micerang,33,3,11.00
Kyle,TimeHoodie,34,4,8.50
Lanvin,VerySloppyTwo,26,3,8.67
Lanvin,Lel0uch,53,8,6.62
Lanvin,melwen,50,10,5.00
Lanvin,rz,19,3,6.33
Lanvin,indego,37,5,7.40
Lanvin,Wittvector,43,6,7.17
Lanvin,MangoPie,39,8,4.88
Lanvin,squirrel1988,37,5,7.40
Lel0uch,MarkusKahlsen,11,2,5.50
Lel0uch,melwen,79,15,5.27
Lel0uch,indego,43,6,7.17
Lel0uch,derekcheah,4,2,2.00
Lel0uch,squirrel1988,47,5,9.40
Lel0uch,frosty104,18,3,6.00
Libster,sjdrodge,10,2,5.00
Libster,timotree,0,0,NA
Libster,Valetta6789,8,0,NA
Libster,florrat2,25,3,8.33
Libster,RaKXeR,23,0,NA
Libster,sankala,2,1,2.00
Libster,Zamiel,21,3,7.00
Libster,NoMercy,12,3,4.00
Libster,Razvogor,11,1,11.00
Libster,frog-kun,0,0,NA
Libster,Razgovor,2,1,2.00
Libster,NotRaKXeR,1,0,NA
Livia,invarse,3,0,NA
melwen,ntinta,29,1,29.00
melwen,squirrel1988,38,6,6.33
melwen,scharkbite,24,6,4.00
melwen,sephiroth,18,2,9.00
micerang,scharkbite,24,3,8.00
NoMercy,florrat2,3,1,3.00
NoMercy,Zamiel,12,1,12.00
Pablo-,nitawa,15,2,7.50
pianoblook,piper,13,6,2.17
RaKXeR,florrat2,45,1,45.00
RaKXeR,Valetta6789,31,0,NA
RaKXeR,Zamiel,9,1,9.00
Razvogor,florrat2,4,1,4.00
rz,wump,15,3,5.00
Syrah,mugsly,0,0,NA
Syrah,scepheo,0,0,NA
TheDaniMan,indego,4,0,NA
TheDaniMan,doeo,0,0,NA
TheDaniMan,lilyxy,3,0,NA
TimeHoodie,kimbifille,13,2,6.50
TimeHoodie,melwen,45,6,7.50
Valetta6789,florrat2,22,0,NA
VerySloppyTwo,sephiroth,14,0,NA
Zamiel,kimbifille,8,1,8.00
Zamiel,micerang,25,3,8.33
Zamiel,scharkbite,26,2,13.00
Zamiel,florrat2,18,3,6.00
Zamiel,sankala,3,1,3.00
