variant,attempts,won
Dual-Color & Cocoa Rainbow (6 Suits),4,1
Dual-Color & Gray Pink (6 Suits),4,1
Muddy-Rainbow-Fives & Dark Prism (6 Suits),3,1
White & Dark Brown (6 Suits),3,1
Pink & Gray (6 Suits),2,1
Brown & Dark Prism (6 Suits),2,1
Dark Brown (6 Suits),1,1
Dark Pink (6 Suits),1,1
Pink & Dark Brown (6 Suits),1,1
Muddy Rainbow & Dark Rainbow (6 Suits),1,1
White & Dark Prism (6 Suits),6,0
Black & Omni (6 Suits),5,0
Prism & Dark Omni (6 Suits),5,0
Omni-Fives & Dark Omni (6 Suits),4,0
Black & Light Pink (6 Suits),4,0
Omni & Dark Prism (6 Suits),4,0
Pink & Dark Rainbow (6 Suits),4,0
White & Dark Pink (6 Suits),3,0
White-Fives & Dark Pink (6 Suits),3,0
Light Pink & Dark Omni (6 Suits),2,0
Rainbow & Dark Omni (6 Suits),2,0
Omni & Gray Pink (6 Suits),2,0
Light-Pink-Ones & Dark Brown (6 Suits),2,0
Muddy-Rainbow-Fives & Dark Brown (6 Suits),2,0
Dual-Color & Dark Rainbow (6 Suits),2,0
Brown & Cocoa Rainbow (6 Suits),2,0
Pink & Dark Prism (6 Suits),2,0
Dark Rainbow Reversed (6 Suits),1,0
Gray (6 Suits),1,0
White & Cocoa Rainbow (6 Suits),1,0
Null-Ones & Dark Rainbow (6 Suits),1,0
Light Pink & Gray (6 Suits),1,0
Rainbow & Gray (6 Suits),1,0
Dual-Color & Gray (6 Suits),1,0
Dual-Color & Black (6 Suits),1,0
Pink & Gray Pink (6 Suits),1,0
Pink & Dark Null (6 Suits),1,0
Brown-Fives & Black (6 Suits),1,0
Pink-Ones & Dark Pink (6 Suits),1,0
Omni-Fives & Gray Pink (6 Suits),1,0
Omni-Fives & Black (6 Suits),1,0
