variant,attempts,won
Rainbow (5 Suits),3,1
White (6 Suits),2,1
Omni (5 Suits),2,1
Prism (6 Suits),2,1
Rainbow & Pink (6 Suits),1,1
Pink (4 Suits),1,1
6 Suits,1,1
Prism (5 Suits),1,1
Dual-Color Mix,1,1
Prism Reversed (6 Suits),1,1
Gray (5 Suits),4,0
Dark Pink (5 Suits),4,0
Dark Omni (5 Suits),4,0
Rainbow & Dark Null (5 Suits),3,0
Gray (6 Suits),3,0
Dark Null (5 Suits),2,0
Black (5 Suits),2,0
Null (4 Suits),2,0
Clue Starved & Null (6 Suits),2,0
Clue Starved & White (5 Suits),1,0
Dark Rainbow (6 Suits),1,0
Omni (6 Suits),1,0
Rainbow & Prism (5 Suits),1,0
4 Suits,1,0
Dark Pink (6 Suits),1,0
Dual-Color (6 Suits),1,0
Dark Brown (6 Suits),1,0
Dark Prism (6 Suits),1,0
Dual-Color & Omni (6 Suits),1,0
Up or Down (5 Suits),1,0
