variant,attempts,won
Brown (6 Suits),4,1
Rainbow & Light Pink (5 Suits),3,1
Brown-Ones & Pink (6 Suits),3,1
Rainbow & Muddy Rainbow (6 Suits),3,1
Light Pink (5 Suits),2,1
Pink & White (6 Suits),2,1
Ambiguous (6 Suits),2,1
White & Muddy Rainbow (6 Suits),2,1
White Reversed (5 Suits),2,1
Pink-Ones (6 Suits),2,1
Brown-Ones & Prism (6 Suits),2,1
Dual-Color & Rainbow (6 Suits),2,1
Pink (6 Suits),1,1
Omni (5 Suits),1,1
Rainbow-Ones & Rainbow (5 Suits),1,1
White (6 Suits),1,1
Muddy Rainbow & Dark Prism (5 Suits),1,1
Light-Pink-Ones & Rainbow (6 Suits),1,1
Pink & Muddy Rainbow (5 Suits),1,1
Black & Light Pink (6 Suits),1,1
Brown-Ones & White (6 Suits),1,1
White-Ones & Prism (5 Suits),1,1
Brown-Ones & White (5 Suits),1,1
Dual-Color (5 Suits),1,1
White & Dark Omni (6 Suits),1,1
Dual-Color & Brown (6 Suits),1,1
White-Fives & Brown (6 Suits),1,1
Dual-Color & Pink (6 Suits),1,1
Ambiguous & Rainbow (5 Suits),1,1
Rainbow-Fives & Pink (6 Suits),1,1
Black Reversed (6 Suits),8,0
Special Mix (5 Suits),6,0
Dark Rainbow Reversed (6 Suits),6,0
Omni & Muddy Rainbow (6 Suits),6,0
Pink & White (5 Suits),5,0
Black (5 Suits),4,0
Pink & Dark Brown (6 Suits),4,0
Brown & Prism (6 Suits),4,0
Ambiguous Mix,4,0
Dual-Color & Black (6 Suits),4,0
Gray Pink (5 Suits),4,0
Light Pink (6 Suits),3,0
3 Suits,3,0
Dark Omni (5 Suits),3,0
Light-Pink-Ones (6 Suits),3,0
Up or Down & Prism (6 Suits),3,0
White-Ones & Pink (6 Suits),3,0
Rainbow & Muddy Rainbow (5 Suits),3,0
Up or Down & Rainbow (6 Suits),2,0
No Variant,2,0
Omni & Dark Rainbow (5 Suits),2,0
Muddy Rainbow (5 Suits),2,0
Pink & Dark Rainbow (5 Suits),2,0
Pink-Fives & Rainbow (5 Suits),2,0
Brown-Ones & Muddy Rainbow (5 Suits),2,0
Light Pink (4 Suits),2,0
Light Pink & Dark Prism (6 Suits),2,0
Omni-Fives & Muddy Rainbow (6 Suits),2,0
Brown-Fives & Rainbow (5 Suits),2,0
Rainbow & Pink (4 Suits),2,0
Rainbow & Omni (5 Suits),2,0
Black & Prism (6 Suits),2,0
Pink & Dark Omni (6 Suits),2,0
Dark Omni (6 Suits),2,0
Dark Prism (6 Suits),2,0
Up or Down & White (6 Suits),2,0
Throw It in a Hole (6 Suits),2,0
Omni & Prism (5 Suits),2,0
Prism Reversed (5 Suits),2,0
Pink & Null (6 Suits),2,0
Prism (5 Suits),1,0
Rainbow-Fives (5 Suits),1,0
Rainbow (4 Suits),1,0
Light-Pink-Ones & Black (6 Suits),1,0
Pink-Ones & Brown (6 Suits),1,0
Rainbow & Prism (6 Suits),1,0
Rainbow-Ones & White (6 Suits),1,0
White-Ones & Brown (6 Suits),1,0
Pink & Prism (5 Suits),1,0
Pink-Fives & Dark Prism (6 Suits),1,0
Rainbow-Ones & Prism (6 Suits),1,0
Brown-Ones & Rainbow (5 Suits),1,0
White-Fives & Prism (4 Suits),1,0
Muddy-Rainbow-Ones & Brown (5 Suits),1,0
Black & Omni (6 Suits),1,0
Rainbow & Cocoa Rainbow (5 Suits),1,0
Brown-Fives & Prism (4 Suits),1,0
Pink & Light Pink (5 Suits),1,0
Ambiguous (4 Suits),1,0
White-Ones & Dark Rainbow (6 Suits),1,0
Up or Down & Brown (5 Suits),1,0
Cocoa Rainbow & Dark Prism (6 Suits),1,0
Up or Down (5 Suits),1,0
Muddy-Rainbow-Fives & Cocoa Rainbow (6 Suits),1,0
Gray (6 Suits),1,0
Rainbow-Ones & Dark Omni (5 Suits),1,0
Rainbow & White (4 Suits),1,0
White-Ones & Black (5 Suits),1,0
White & Prism (4 Suits),1,0
Rainbow-Fives & Cocoa Rainbow (5 Suits),1,0
Rainbow-Ones (5 Suits),1,0
Dark Pink (6 Suits),1,0
Brown & Muddy Rainbow (5 Suits),1,0
Prism & Cocoa Rainbow (6 Suits),1,0
Up or Down & Pink (6 Suits),1,0
Brown-Ones & Omni (6 Suits),1,0
Rainbow-Ones & Brown (6 Suits),1,0
Rainbow-Fives & White (6 Suits),1,0
White-Fives & Muddy Rainbow (6 Suits),1,0
Rainbow & Brown (4 Suits),1,0
Muddy Rainbow & Prism (5 Suits),1,0
Rainbow-Fives & Prism (6 Suits),1,0
Omni & Null (6 Suits),1,0
