variant,attempts,won
Dark Prism (5 Suits),6,1
Rainbow & Gray (5 Suits),2,1
Pink & Dark Rainbow (5 Suits),1,1
Rainbow & Gray Pink (5 Suits),1,1
Muddy Rainbow & Gray (5 Suits),1,1
Special Mix (5 Suits),22,0
Black & Brown (5 Suits),6,0
Black & White (5 Suits),3,0
Cocoa Rainbow (5 Suits),3,0
Black & Omni (5 Suits),3,0
Omni-Fives & Dark Rainbow (5 Suits),3,0
Pink & Dark Omni (5 Suits),3,0
Black & Light Pink (5 Suits),2,0
Black (5 Suits),2,0
Pink-Fives & Gray (5 Suits),2,0
White-Fives & Dark Omni (5 Suits),2,0
Omni & Gray Pink (5 Suits),2,0
Brown-Fives & Dark Omni (5 Suits),2,0
Light-Pink-Ones & Cocoa Rainbow (5 Suits),1,0
Brown-Ones & Black (5 Suits),1,0
Muddy Rainbow & Dark Prism (5 Suits),1,0
Alternating Clues & Dark Brown (5 Suits),1,0
White-Ones & Gray (5 Suits),1,0
Light Pink & Gray (5 Suits),1,0
Black Reversed (5 Suits),1,0
