variant,attempts,won
Black (5 Suits),15,1
Rainbow (6 Suits),8,1
No Variant,7,1
Black (6 Suits),4,1
Special Mix (6 Suits),4,1
Black & White (6 Suits),3,1
Pink (4 Suits),3,1
Null (6 Suits),3,1
Null (4 Suits),3,1
White & Muddy Rainbow (5 Suits),3,1
Gray (5 Suits),2,1
Dual-Color (5 Suits),2,1
Null (5 Suits),1,1
Pink & Muddy Rainbow (5 Suits),1,1
Rainbow & Gray (6 Suits),1,1
Throw It in a Hole (6 Suits),1,1
Null (3 Suits),1,1
White & Prism (4 Suits),1,1
White & Omni (5 Suits),1,1
Light Pink & Prism (5 Suits),1,1
Gray (6 Suits),7,0
White Reversed (6 Suits),6,0
Rainbow (5 Suits),5,0
Rainbow & White (3 Suits),5,0
Pink & Brown (5 Suits),4,0
Brown & Null (4 Suits),4,0
Rainbow & White (5 Suits),3,0
Dark Rainbow (5 Suits),3,0
Special Mix (5 Suits),3,0
Prism (5 Suits),3,0
Cocoa Rainbow (5 Suits),3,0
Dark Rainbow (6 Suits),3,0
Prism & Dark Rainbow (5 Suits),3,0
White-Ones & Brown (6 Suits),2,0
Pink & Cocoa Rainbow (5 Suits),2,0
Black & Pink (5 Suits),2,0
Clue Starved & Omni (6 Suits),2,0
White (6 Suits),1,0
Pink (5 Suits),1,0
Throw It in a Hole (5 Suits),1,0
Up or Down (5 Suits),1,0
Dark Brown & Gray Pink (6 Suits),1,0
Rainbow & Brown (5 Suits),1,0
Omni (5 Suits),1,0
Light Pink (5 Suits),1,0
Muddy Rainbow (6 Suits),1,0
Brown (5 Suits),1,0
Dual-Color (6 Suits),1,0
Rainbow & Dark Pink (6 Suits),1,0
Prism (4 Suits),1,0
Pink (3 Suits),1,0
Dual-Color & White (6 Suits),1,0
Rainbow & Gray (5 Suits),1,0
White & Gray Pink (6 Suits),1,0
Brown & Muddy Rainbow (6 Suits),1,0
Black & Null (6 Suits),1,0
