variant,attempts,won
Brown & Muddy Rainbow (5 Suits),25,1
Brown & Prism (5 Suits),14,1
Brown & Omni (5 Suits),13,1
White-Ones & Light Pink (5 Suits),10,1
Null (5 Suits),8,1
Rainbow-Ones & Brown (5 Suits),8,1
Deceptive-Ones & White (5 Suits),8,1
White & Omni (5 Suits),7,1
Omni-Ones & Omni (5 Suits),6,1
White-Fives & Rainbow (5 Suits),5,1
White-Ones & Pink (5 Suits),5,1
Reversed (5 Suits),5,1
Pink & Light Pink (5 Suits),5,1
Rainbow-Ones & Muddy Rainbow (5 Suits),5,1
Muddy Rainbow & Prism (5 Suits),5,1
Pink-Ones & Brown (5 Suits),5,1
Ambiguous & White (5 Suits),4,1
White-Fives & Brown (5 Suits),4,1
Brown-Ones & Muddy Rainbow (5 Suits),4,1
White & Prism (5 Suits),4,1
White Reversed (5 Suits),4,1
Deceptive-Ones & Brown (5 Suits),4,1
Omni & Muddy Rainbow (5 Suits),4,1
Pink-Fives (5 Suits),3,1
Dual-Color (5 Suits),3,1
Rainbow-Ones & Pink (5 Suits),3,1
Rainbow-Ones & White (5 Suits),3,1
Rainbow & Omni (5 Suits),3,1
Pink & Omni (5 Suits),3,1
Omni-Ones (5 Suits),3,1
Pink & Brown (5 Suits),3,1
Rainbow-Ones & Omni (5 Suits),3,1
Brown-Ones & Rainbow (5 Suits),3,1
Brown-Ones & Pink (5 Suits),3,1
Pink & Prism (5 Suits),3,1
Deceptive-Ones & Rainbow (5 Suits),3,1
Ambiguous & Rainbow (5 Suits),2,1
Omni (5 Suits),2,1
White-Fives (5 Suits),2,1
White-Ones (5 Suits),2,1
White-Fives & White (5 Suits),2,1
Muddy-Rainbow-Fives (5 Suits),2,1
Muddy-Rainbow-Ones & Brown (5 Suits),2,1
White-Ones & Brown (5 Suits),2,1
White-Ones & Muddy Rainbow (5 Suits),2,1
Brown-Ones & White (5 Suits),2,1
Brown-Ones & Brown (5 Suits),2,1
Muddy Rainbow & Light Pink (5 Suits),2,1
Rainbow & Prism (5 Suits),2,1
Deceptive-Ones (5 Suits),2,1
Deceptive-Fives (5 Suits),2,1
Deceptive-Ones & Pink (5 Suits),2,1
Deceptive-Ones & Prism (5 Suits),2,1
Rainbow (5 Suits),1,1
Rainbow-Ones (5 Suits),1,1
Muddy Rainbow (5 Suits),1,1
Light Pink (5 Suits),1,1
Rainbow-Fives & White (5 Suits),1,1
Pink-Ones (5 Suits),1,1
Rainbow-Ones & Rainbow (5 Suits),1,1
White-Ones & Rainbow (5 Suits),1,1
Muddy-Rainbow-Ones (5 Suits),1,1
White & Muddy Rainbow (5 Suits),1,1
White & Brown (5 Suits),1,1
Rainbow & Brown (5 Suits),1,1
Pink-Ones & Rainbow (5 Suits),1,1
Pink-Ones & White (5 Suits),1,1
Rainbow & Light Pink (5 Suits),1,1
Pink & Muddy Rainbow (5 Suits),1,1
Rainbow & Muddy Rainbow (5 Suits),1,1
White & Light Pink (5 Suits),1,1
White-Ones & White (5 Suits),1,1
White-Ones & Omni (5 Suits),1,1
Brown-Ones (5 Suits),1,1
Brown-Ones & Omni (5 Suits),1,1
Brown-Ones & Light Pink (5 Suits),1,1
Omni-Ones & Rainbow (5 Suits),1,1
Pink-Ones & Pink (5 Suits),1,1
Brown & Light Pink (5 Suits),1,1
Prism (5 Suits),1,1
Rainbow & White (5 Suits),1,1
Rainbow-Ones & Light Pink (5 Suits),1,1
Deceptive-Ones & Omni (5 Suits),1,1
Light Pink & Prism (5 Suits),1,1
Deceptive-Ones & Light Pink (5 Suits),1,1
White-Ones & Prism (5 Suits),1,1
Brown (5 Suits),4,0
White (5 Suits),2,0
Pink-Fives & Rainbow (5 Suits),1,0
Up or Down (5 Suits),1,0
Up or Down & Omni (5 Suits),1,0
