variant,attempts,won
Ambiguous (6 Suits),27,1
White-Ones (6 Suits),11,1
Dual-Color (6 Suits),9,1
Up or Down & Rainbow (6 Suits),8,1
6 Suits,6,1
Clue Starved (6 Suits),6,1
Rainbow (6 Suits),5,1
Reversed (6 Suits),5,1
White (6 Suits),4,1
Rainbow & White (6 Suits),4,1
Up or Down (6 Suits),4,1
Rainbow-Fives (6 Suits),4,1
Up or Down & Prism (6 Suits),4,1
Omni (6 Suits),3,1
White-Ones & White (6 Suits),3,1
Rainbow-Ones (6 Suits),2,1
Rainbow-Fives & White (6 Suits),2,1
Prism (6 Suits),2,1
Dual-Color & Rainbow (6 Suits),1,1
Rainbow Reversed (6 Suits),1,1
White Reversed (6 Suits),1,1
Dual-Color & Prism (6 Suits),1,1
Pink (6 Suits),8,0
Brown-Fives (6 Suits),7,0
Alternating Clues (6 Suits),6,0
Omni-Fives (6 Suits),6,0
Extremely Ambiguous (6 Suits),2,0
Very Ambiguous (6 Suits),1,0
Light Pink (6 Suits),1,0
