variant,attempts,won
No Variant,6,1
Extremely Ambiguous (5 Suits),4,1
Brown (5 Suits),3,1
Rainbow (5 Suits),2,1
Clue Starved (5 Suits),2,1
Clue Starved & Prism (5 Suits),2,1
Up or Down & Rainbow (5 Suits),1,1
Pink & Omni (5 Suits),1,1
Pink (5 Suits),1,1
Pink & Brown (5 Suits),1,1
Brown-Fives & Light Pink (5 Suits),1,1
Up or Down & White (5 Suits),1,1
Light Pink (5 Suits),1,1
Prism (5 Suits),1,1
Clue Starved & Rainbow (5 Suits),1,1
Up or Down & Prism (5 Suits),1,1
Brown & Prism (5 Suits),1,1
Up or Down (5 Suits),10,0
Null (5 Suits),5,0
Cow & Pig (5 Suits),3,0
Null-Ones & Pink (5 Suits),2,0
Omni-Ones & Null (5 Suits),1,0
