variant,attempts,won
No Variant,6,1
Rainbow & White (5 Suits),3,1
Black & Brown (5 Suits),3,1
Special Mix (5 Suits),3,1
Reversed (5 Suits),3,1
Black (5 Suits),2,1
Dark Prism (5 Suits),2,1
Prism (5 Suits),2,1
Pink-Fives & White (5 Suits),1,1
Muddy Rainbow (5 Suits),1,1
Rainbow & Light Pink (5 Suits),1,1
White-Ones & Black (5 Suits),6,0
Pink & Dark Rainbow (5 Suits),3,0
Omni-Ones & Null (5 Suits),2,0
Dark Rainbow (5 Suits),2,0
Dual-Color (5 Suits),1,0
Black & Pink (5 Suits),1,0
Rainbow & Gray (5 Suits),1,0
Rainbow & Dark Prism (5 Suits),1,0
Pink & Gray Pink (5 Suits),1,0
