variant,attempts,won
Muddy Rainbow & Light Pink (6 Suits),13,1
Omni (6 Suits),12,1
Pink & Omni (6 Suits),12,1
Rainbow & Null (6 Suits),11,1
Rainbow & White (6 Suits),10,1
Pink (6 Suits),10,1
White & Null (6 Suits),9,1
White & Prism (6 Suits),9,1
Null & Muddy Rainbow (6 Suits),9,1
Pink & White (6 Suits),8,1
Null & Light Pink (6 Suits),8,1
Rainbow & Brown (6 Suits),7,1
Rainbow (6 Suits),6,1
6 Suits,6,1
Brown (6 Suits),6,1
Pink & Null (6 Suits),6,1
Clue Starved (6 Suits),6,1
Prism (6 Suits),5,1
Pink & Brown (6 Suits),5,1
Brown & Muddy Rainbow (6 Suits),5,1
White (6 Suits),4,1
Rainbow & Prism (6 Suits),4,1
White & Brown (6 Suits),4,1
Brown & Prism (6 Suits),4,1
Omni & Null (6 Suits),4,1
Omni & Prism (6 Suits),4,1
Null (6 Suits),3,1
Rainbow & Omni (6 Suits),3,1
Pink & Muddy Rainbow (6 Suits),3,1
Pink & Light Pink (6 Suits),3,1
Brown & Light Pink (6 Suits),3,1
Light Pink (6 Suits),2,1
White Reversed (6 Suits),2,1
Rainbow & Muddy Rainbow (6 Suits),2,1
Pink & Prism (6 Suits),2,1
White & Muddy Rainbow (6 Suits),2,1
White & Light Pink (6 Suits),2,1
Brown & Omni (6 Suits),2,1
Brown & Null (6 Suits),2,1
Null & Prism (6 Suits),2,1
Light Pink & Prism (6 Suits),2,1
Muddy Rainbow (6 Suits),1,1
Rainbow & Pink (6 Suits),1,1
Rainbow & Light Pink (6 Suits),1,1
White & Omni (6 Suits),1,1
Omni & Muddy Rainbow (6 Suits),1,1
Omni & Light Pink (6 Suits),1,1
Muddy Rainbow & Prism (6 Suits),1,1
Dual-Color (6 Suits),1,0
