variant,attempts,won
Duck (5 Suits),11,1
Rainbow & Prism (5 Suits),6,1
Pink & Prism (5 Suits),4,1
Rainbow & Pink (5 Suits),2,1
Prism Reversed (5 Suits),2,1
Rainbow & Light Pink (5 Suits),2,1
Pink (5 Suits),1,1
Cow & Pig (5 Suits),1,1
Prism (5 Suits),1,1
Pink & Omni (5 Suits),1,1
Null-Ones & Pink (5 Suits),6,0
Rainbow & Omni (5 Suits),5,0
Reversed (5 Suits),3,0
Up or Down (5 Suits),2,0
White-Fives & Pink (5 Suits),2,0
Clue Starved (5 Suits),2,0
Pink-Ones (5 Suits),2,0
White-Ones & Pink (5 Suits),2,0
Up or Down & Brown (5 Suits),1,0
Rainbow-Fives & Light Pink (5 Suits),1,0
