variant,attempts,won
4 Suits,11,1
Rainbow (4 Suits),4,1
Rainbow (6 Suits),4,1
Rainbow (5 Suits),3,1
Brown (6 Suits),2,1
No Variant,1,1
White (4 Suits),1,1
6 Suits,16,0
Up or Down (5 Suits),3,0
Rainbow (3 Suits),3,0
Up or Down & Rainbow (5 Suits),2,0
Gray Reversed (5 Suits),2,0
Black & Dark Pink (6 Suits),2,0
Pink (6 Suits),1,0
Rainbow & Brown (6 Suits),1,0
Brown (4 Suits),1,0
Gray (6 Suits),1,0
Pink & Brown (5 Suits),1,0
Omni (3 Suits),1,0
White (3 Suits),1,0
Dark Pink (5 Suits),1,0
Black (6 Suits),1,0
