variant,attempts,won
Black & White (6 Suits),8,1
Pink & Gray (6 Suits),3,1
Rainbow & Dark Brown (6 Suits),2,1
Pink & Cocoa Rainbow (6 Suits),1,1
White & Gray Pink (6 Suits),1,1
Rainbow & Dark Prism (6 Suits),1,1
Brown & Dark Pink (6 Suits),1,1
Brown & Dark Rainbow (6 Suits),1,1
Pink & Dark Brown (6 Suits),1,1
Pink & Gray Pink (6 Suits),4,0
Special Mix (6 Suits),2,0
Black & Null (6 Suits),2,0
Brown-Ones & Dark Omni (6 Suits),2,0
Dual-Color & Gray (6 Suits),1,0
Light Pink & Dark Brown (6 Suits),1,0
Gray Reversed (6 Suits),1,0
