variant,attempts,won
Black & Rainbow (5 Suits),18,1
Omni (5 Suits),10,1
Black (6 Suits),7,1
Rainbow (6 Suits),6,1
Dual-Color (6 Suits),5,1
White-Ones & White (6 Suits),5,1
Rainbow (3 Suits),4,1
Brown (5 Suits),4,1
White-Ones (6 Suits),4,1
Up or Down & Brown (6 Suits),3,1
Reversed (5 Suits),3,1
Pink & Light Pink (6 Suits),3,1
Black (5 Suits),2,1
4 Suits,2,1
Rainbow (5 Suits),2,1
Brown (4 Suits),2,1
No Variant,1,1
White (5 Suits),1,1
3 Suits,1,1
Extremely Ambiguous (4 Suits),1,1
Rainbow-Ones (5 Suits),1,1
Color Mute (4 Suits),1,1
Brown (6 Suits),1,1
Null-Fives & Brown (4 Suits),1,1
Clue Starved (5 Suits),1,1
Pink (6 Suits),8,0
Brown & Null (6 Suits),8,0
Omni & Dark Rainbow (6 Suits),6,0
Throw It in a Hole (4 Suits),6,0
6 Suits,5,0
Rainbow & Pink (6 Suits),5,0
Up or Down (5 Suits),5,0
Up or Down & Omni (6 Suits),5,0
Rainbow (4 Suits),4,0
Pink & Brown (6 Suits),4,0
Pink (3 Suits),4,0
Gray (5 Suits),3,0
White & Dark Rainbow (6 Suits),3,0
Null (3 Suits),3,0
Muddy Rainbow (6 Suits),3,0
Black & Dark Pink (6 Suits),3,0
Muddy Rainbow & Dark Brown (5 Suits),3,0
Muddy Rainbow (4 Suits),2,0
Rainbow & Omni (5 Suits),2,0
Pink & Null (4 Suits),2,0
Gray (6 Suits),2,0
Up or Down (6 Suits),1,0
Pink (5 Suits),1,0
Omni (3 Suits),1,0
Dark Brown (6 Suits),1,0
Pink-Fives (5 Suits),1,0
White & Brown (4 Suits),1,0
Pink & Omni (4 Suits),1,0
Extremely Ambiguous (5 Suits),1,0
Omni (6 Suits),1,0
White-Fives (6 Suits),1,0
Clue Starved & White (5 Suits),1,0
Black & White (6 Suits),1,0
Muddy-Rainbow-Ones & Light Pink (4 Suits),1,0
Clue Starved (6 Suits),1,0
Black & Rainbow (6 Suits),1,0
Black & Cocoa Rainbow (6 Suits),1,0
