variant,attempts,won
Dual-Color & Muddy Rainbow (6 Suits),6,1
Light Pink (6 Suits),3,1
Up or Down & Omni (6 Suits),3,1
Pink-Ones (6 Suits),2,1
Up or Down & Rainbow (6 Suits),2,1
White (6 Suits),1,1
Up or Down & Muddy Rainbow (6 Suits),1,1
Rainbow & Omni (6 Suits),4,0
Rainbow & Light Pink (6 Suits),3,0
Rainbow & Pink (6 Suits),3,0
Light-Pink-Ones (6 Suits),2,0
Dual-Color & Rainbow (6 Suits),1,0
Pink & White (6 Suits),1,0
Muddy Rainbow & Light Pink (6 Suits),1,0
Pink & Null (6 Suits),1,0
Up or Down & Light Pink (6 Suits),1,0
