variant,attempts,won
Black (5 Suits),15,1
Dark Prism (5 Suits),1,1
Rainbow (6 Suits),1,1
White & Omni (5 Suits),1,1
White & Brown (6 Suits),1,1
Muddy Rainbow (6 Suits),1,1
Black & Omni (6 Suits),5,0
Dark Rainbow (6 Suits),4,0
Pink & Dark Omni (6 Suits),4,0
Dark Prism (6 Suits),3,0
Brown-Ones & White (6 Suits),2,0
White & Muddy Rainbow (6 Suits),2,0
Rainbow & Omni (6 Suits),2,0
Prism (5 Suits),2,0
Black (6 Suits),1,0
Duck (6 Suits),1,0
White & Prism (4 Suits),1,0
White (6 Suits),1,0
Rainbow & Dark Pink (6 Suits),1,0
6 Suits,1,0
Pink (6 Suits),1,0
Rainbow & Pink (6 Suits),1,0
White-Ones (5 Suits),1,0
