variant,attempts,won
Pink & Omni (5 Suits),4,1
Rainbow (5 Suits),3,1
Black (5 Suits),2,1
White (5 Suits),2,1
Brown (5 Suits),2,1
Brown & Omni (5 Suits),2,1
Black & Pink (5 Suits),1,1
Black & White (5 Suits),1,1
Null (5 Suits),1,1
Pink-Fives & Rainbow (5 Suits),1,1
Black & Null (5 Suits),10,0
Rainbow-Ones (5 Suits),7,0
Number Mute (5 Suits),7,0
Black & Rainbow (5 Suits),5,0
Rainbow & Dark Pink (5 Suits),4,0
Ambiguous & White (5 Suits),3,0
Brown & Gray (5 Suits),3,0
Throw It in a Hole (5 Suits),2,0
Dark Omni (5 Suits),1,0
