variant,attempts,won
Up or Down (6 Suits),5,1
Rainbow & White (6 Suits),5,1
Black & Rainbow (6 Suits),1,1
Rainbow & Prism (6 Suits),1,1
Pink (6 Suits),1,1
Omni (6 Suits),1,1
Black Reversed (6 Suits),1,1
Black & Prism (6 Suits),1,1
White Reversed (6 Suits),1,1
Cocoa Rainbow & Gray Pink (6 Suits),4,0
Rainbow & Dark Prism (6 Suits),3,0
Rainbow (6 Suits),2,0
Prism (6 Suits),2,0
Black & White (6 Suits),2,0
Rainbow & Light Pink (6 Suits),2,0
Dual-Color & Black (6 Suits),2,0
Rainbow & Gray Pink (6 Suits),2,0
Black (6 Suits),1,0
Pink & White (6 Suits),1,0
Gray Pink (6 Suits),1,0
Muddy Rainbow (6 Suits),1,0
Black & Light Pink (6 Suits),1,0
Clue Starved (6 Suits),1,0
White (6 Suits),1,0
Dark Brown (6 Suits),1,0
Black & Pink (6 Suits),1,0
Up or Down & Muddy Rainbow (6 Suits),1,0
Dark Pink (6 Suits),1,0
Prism Reversed (6 Suits),1,0
Rainbow-Ones & White (6 Suits),1,0
Brown-Ones (6 Suits),1,0
