variant,attempts,won
Dark Rainbow (6 Suits),298,1
Omni & Dark Brown (6 Suits),26,1
Null & Dark Brown (6 Suits),22,1
Prism & Gray (6 Suits),12,1
Brown & Dark Prism (6 Suits),10,1
Muddy Rainbow & Gray (6 Suits),8,1
Dark Brown (6 Suits),7,1
Brown & Gray (6 Suits),7,1
Rainbow & Dark Omni (6 Suits),7,1
White-Ones & Gray (6 Suits),7,1
Omni & Dark Pink (6 Suits),5,1
White & Dark Omni (6 Suits),5,1
White-Ones & Dark Pink (6 Suits),5,1
White-Ones & Dark Rainbow (6 Suits),5,1
White-Ones & Dark Brown (6 Suits),5,1
Cocoa Rainbow (6 Suits),4,1
Null & Dark Pink (6 Suits),3,1
Muddy Rainbow & Dark Rainbow (6 Suits),3,1
Dark Omni (6 Suits),2,1
Rainbow-Ones & Black (6 Suits),2,1
Light-Pink-Fives & Dark Brown (6 Suits),2,1
White-Ones & Dark Omni (6 Suits),2,1
Ambiguous Mix,1,1
Brown & Dark Omni (6 Suits),1,1
Muddy Rainbow & Dark Pink (6 Suits),1,1
Null & Gray (6 Suits),6,0
Null & Gray Pink (6 Suits),1,0
