variant,attempts,won
White-Ones (6 Suits),3,1
Rainbow & Brown (6 Suits),1,1
Muddy-Rainbow-Fives & Pink (6 Suits),1,1
Muddy Rainbow (6 Suits),1,1
Rainbow & Pink (6 Suits),1,1
6 Suits,1,1
Black (6 Suits),10,0
Null (6 Suits),4,0
Rainbow (6 Suits),3,0
Dark Rainbow (6 Suits),3,0
Black & Rainbow (6 Suits),3,0
Rainbow-Ones (6 Suits),2,0
White-Ones & Brown (6 Suits),2,0
Rainbow-Ones & White (6 Suits),2,0
White-Fives (6 Suits),2,0
Alternating Clues & Dark Prism (6 Suits),2,0
White-Ones & Dark Brown (6 Suits),2,0
Omni-Fives & Cocoa Rainbow (6 Suits),1,0
Null-Ones & Prism (6 Suits),1,0
