variant,attempts,won
Black (6 Suits),8,0
Black & Rainbow (6 Suits),6,0
Gray (6 Suits),6,0
Dark Prism (6 Suits),4,0
Rainbow & Gray (6 Suits),4,0
Cocoa Rainbow (6 Suits),3,0
Dual-Color & Dark Pink (6 Suits),3,0
Black & Muddy Rainbow (6 Suits),2,0
Pink & Dark Brown (6 Suits),2,0
Dark Rainbow (6 Suits),1,0
Black & Prism (6 Suits),1,0
Deceptive-Ones & Black (6 Suits),1,0
Dark Brown (6 Suits),1,0
Black & White (6 Suits),1,0
Dark Pink (6 Suits),1,0
Brown & Cocoa Rainbow (6 Suits),1,0
Dark Prism Reversed (6 Suits),1,0
