variant,attempts,won
No Variant,4,1
Rainbow & Omni (5 Suits),3,1
Muddy Rainbow (5 Suits),2,1
Omni (5 Suits),2,1
Rainbow & Pink (5 Suits),1,1
Black & Omni (5 Suits),1,1
White-Ones & Rainbow (5 Suits),1,1
Dark Prism Reversed (5 Suits),1,1
Omni & Light Pink (5 Suits),1,1
Black & Null (5 Suits),8,0
Black & Pink (5 Suits),6,0
Pink & White (5 Suits),3,0
Rainbow & Dark Brown (5 Suits),1,0
Totally Blind (5 Suits),1,0
Alternating Clues (5 Suits),1,0
Up or Down (5 Suits),1,0
Up or Down & Rainbow (5 Suits),1,0
Dark Pink (5 Suits),1,0
Prism (5 Suits),1,0
Deceptive-Fives (5 Suits),1,0
