variant,attempts,won
Muddy Rainbow (4 Suits),9,1
Pink-Ones & Light Pink (4 Suits),8,1
Light Pink (4 Suits),3,1
Muddy-Rainbow-Fives & Pink (4 Suits),3,1
4 Suits,2,1
Brown (4 Suits),2,1
White (4 Suits),2,1
Rainbow-Ones & Rainbow (4 Suits),2,1
Muddy-Rainbow-Ones & White (4 Suits),2,1
Brown & Omni (4 Suits),2,1
Reversed (4 Suits),1,1
Rainbow (4 Suits),1,1
Pink (4 Suits),1,1
Omni (4 Suits),1,1
Prism (4 Suits),1,1
Ambiguous (4 Suits),1,1
Cow & Pig (4 Suits),1,1
White-Ones (4 Suits),1,1
Light-Pink-Ones & White (4 Suits),1,1
