variant,attempts,won
Light-Pink-Ones (6 Suits),4,1
Gray (5 Suits),3,1
Rainbow & Omni (6 Suits),3,1
White & Muddy Rainbow (5 Suits),2,1
Omni-Ones & Omni (6 Suits),2,1
White (5 Suits),1,1
Omni (6 Suits),1,1
Brown (6 Suits),1,1
Rainbow (5 Suits),1,1
Rainbow Reversed (5 Suits),1,1
Brown & Prism (5 Suits),1,1
Pink & Light Pink (6 Suits),1,1
Dual-Color & Rainbow (6 Suits),1,1
Rainbow & Omni (4 Suits),4,0
Black Reversed (6 Suits),4,0
Rainbow & Light Pink (4 Suits),3,0
Omni-Ones & Cocoa Rainbow (5 Suits),3,0
Up or Down & Prism (6 Suits),3,0
Dark Rainbow (6 Suits),2,0
Up or Down (6 Suits),2,0
Rainbow & Dark Brown (6 Suits),2,0
Up or Down (5 Suits),1,0
Rainbow & White (5 Suits),1,0
White & Prism (6 Suits),1,0
White-Ones & White (6 Suits),1,0
Black & Rainbow (6 Suits),1,0
Omni-Ones (5 Suits),1,0
White & Dark Brown (6 Suits),1,0
4 Suits,1,0
Black & Light Pink (5 Suits),1,0
Rainbow & Gray Pink (5 Suits),1,0
White & Cocoa Rainbow (5 Suits),1,0
Pink & Cocoa Rainbow (6 Suits),1,0
Black & Muddy Rainbow (6 Suits),1,0
Black & Rainbow (5 Suits),1,0
Dual-Color (6 Suits),1,0
Prism & Dark Omni (6 Suits),1,0
Dual-Color & Dark Rainbow (6 Suits),1,0
