variant,attempts,won
Rainbow (6 Suits),4,1
White & Muddy Rainbow (6 Suits),4,1
Brown & Prism (6 Suits),3,1
6 Suits,2,1
Rainbow & Prism (6 Suits),2,1
White (6 Suits),1,1
Brown-Ones & Rainbow (6 Suits),1,1
Pink & Brown (6 Suits),1,1
Pink (6 Suits),1,1
Omni (6 Suits),1,1
Rainbow & Brown (6 Suits),1,1
Brown-Ones & White (6 Suits),1,1
Dual-Color (6 Suits),5,0
Rainbow-Ones & Pink (6 Suits),3,0
Rainbow & Pink (6 Suits),2,0
Rainbow-Ones & Rainbow (6 Suits),1,0
Muddy Rainbow (6 Suits),1,0
Pink & Prism (6 Suits),1,0
White & Prism (6 Suits),1,0
Rainbow & Muddy Rainbow (6 Suits),1,0
Rainbow & Omni (6 Suits),1,0
Rainbow & Light Pink (6 Suits),1,0
Up or Down (6 Suits),1,0
