variant,attempts,won
Pink & Brown (6 Suits),11,1
Gray (6 Suits),9,1
Rainbow (6 Suits),8,1
Pink (6 Suits),5,1
6 Suits,5,1
Brown (6 Suits),4,1
Null (6 Suits),4,1
Brown & Null (6 Suits),2,1
White (6 Suits),1,1
Rainbow & Brown (6 Suits),1,1
Black (6 Suits),12,0
Rainbow & White (6 Suits),3,0
Rainbow-Ones (6 Suits),3,0
Black & Pink (6 Suits),2,0
Special Mix (6 Suits),2,0
Omni (6 Suits),1,0
Dark Prism (6 Suits),1,0
Very Ambiguous (6 Suits),1,0
Black & Dark Prism (6 Suits),1,0
Black & Rainbow (6 Suits),1,0
Dual-Color Mix,1,0
