variant,attempts,won
Gray Pink (6 Suits),2,1
Black & Null (6 Suits),2,1
Brown-Ones & Dark Prism (6 Suits),1,1
Black & Omni (6 Suits),1,1
Dark Prism Reversed (6 Suits),1,1
Light Pink & Dark Brown (6 Suits),1,1
Prism & Cocoa Rainbow (6 Suits),1,1
Light-Pink-Fives & Cocoa Rainbow (6 Suits),1,1
Pink & Dark Prism (6 Suits),4,0
White & Dark Omni (6 Suits),3,0
Muddy-Rainbow-Fives & Cocoa Rainbow (6 Suits),2,0
Light-Pink-Fives & Dark Rainbow (6 Suits),2,0
Rainbow & Dark Brown (6 Suits),2,0
Dark Prism (6 Suits),1,0
Rainbow & Dark Omni (6 Suits),1,0
Dark Pink (6 Suits),1,0
Dual-Color Mix,1,0
Extremely Ambiguous & Dark Omni (6 Suits),1,0
Dark Rainbow Reversed (6 Suits),1,0
