variant,attempts,won
Duck (5 Suits),20,1
Null (5 Suits),11,1
No Variant,3,1
Prism (5 Suits),3,1
Throw It in a Hole (5 Suits),3,1
Omni (5 Suits),3,1
Brown (5 Suits),2,1
Rainbow & Prism (5 Suits),2,1
Pink (5 Suits),2,1
Up or Down (5 Suits),1,1
Rainbow & White (5 Suits),1,1
Rainbow & Brown (5 Suits),1,1
Throw It in a Hole & Rainbow (5 Suits),1,1
Brown & Muddy Rainbow (5 Suits),1,1
Rainbow (5 Suits),1,1
White & Brown (5 Suits),1,1
Clue Starved & White (5 Suits),1,0
Brown & Omni (5 Suits),1,0
Muddy Rainbow & Prism (5 Suits),1,0
