variant,attempts,won
Black Reversed (5 Suits),1,1
Light Pink & Dark Rainbow (5 Suits),1,1
Special Mix (5 Suits),12,0
Black (5 Suits),11,0
Dark Pink (5 Suits),9,0
Brown-Ones & Dark Rainbow (5 Suits),5,0
Muddy Rainbow & Gray (5 Suits),5,0
Light Pink & Gray (5 Suits),3,0
Black & Light Pink (5 Suits),3,0
Gray (5 Suits),1,0
Black & White (5 Suits),1,0
Dark Omni (5 Suits),1,0
Dark Brown (5 Suits),1,0
Gray Reversed (5 Suits),1,0
Black & Muddy Rainbow (5 Suits),1,0
Dark Rainbow (5 Suits),1,0
Black & Pink (5 Suits),1,0
Gray Pink (5 Suits),1,0
