variant,attempts,won
Black (6 Suits),9,1
No Variant,6,1
Ambiguous (6 Suits),4,1
6 Suits,4,1
Color Blind (6 Suits),2,1
Brown (6 Suits),1,1
Pink (5 Suits),1,1
Dark Rainbow (6 Suits),51,0
Rainbow (6 Suits),17,0
Black & Dark Rainbow (6 Suits),7,0
Reversed (6 Suits),6,0
Dual-Color (6 Suits),5,0
White Reversed (6 Suits),3,0
Up or Down (6 Suits),2,0
4 Suits,2,0
Very Ambiguous (6 Suits),1,0
Dual-Color & Rainbow (6 Suits),1,0
Up or Down (5 Suits),1,0
Pink (6 Suits),1,0
Rainbow & Brown (6 Suits),1,0
Brown (4 Suits),1,0
Omni (4 Suits),1,0
Pink & Brown (5 Suits),1,0
Dark Null (6 Suits),1,0
