variant,attempts,won
No Variant,10,1
Up or Down (5 Suits),6,1
6 Suits,5,1
Black (6 Suits),2,1
Brown & Light Pink (5 Suits),2,1
Black (5 Suits),2,1
Brown (4 Suits),2,1
Rainbow (6 Suits),1,1
White-Ones & Brown (5 Suits),1,1
Prism (4 Suits),1,1
White-Ones & Rainbow (5 Suits),1,1
Pink & White (3 Suits),4,0
Dark Prism (5 Suits),4,0
Pink & Brown (5 Suits),3,0
Black & Light Pink (6 Suits),2,0
Prism (5 Suits),1,0
Rainbow (5 Suits),1,0
Omni (5 Suits),1,0
Brown-Ones & White (5 Suits),1,0
Cocoa Rainbow (5 Suits),1,0
