variant,attempts,won
Prism & Cocoa Rainbow (6 Suits),10,1
6 Suits,8,1
Prism (6 Suits),5,1
Gray Reversed (6 Suits),5,1
Pink (6 Suits),4,1
Dual-Color (6 Suits),4,1
Omni-Fives & Black (6 Suits),3,1
Rainbow-Fives & Light Pink (6 Suits),2,1
Deceptive-Ones (6 Suits),2,1
Rainbow (6 Suits),1,1
Brown-Ones & White (6 Suits),1,1
Ambiguous (6 Suits),7,0
Black & Dark Pink (6 Suits),6,0
White-Fives & Omni (6 Suits),4,0
Brown-Fives & Gray (6 Suits),3,0
Up or Down (6 Suits),2,0
Black (6 Suits),2,0
Light-Pink-Fives & Gray Pink (6 Suits),2,0
White & Brown (6 Suits),1,0
