player1,player2,attempts,won_variants,attempts/win
ADrone,pianoblook,34,2,17.00
Aluap,antitelharsic,8,1,8.00
Amy2,wump,24,5,4.80
Amy2,Nitrate2,19,2,9.50
anser,nukelauncher,19,2,9.50
anser,william65537,2,2,1.00
asaelr,scharkbite,25,4,6.25
avanderwalde,rkass,56,12,4.67
BlueNovember,Pantheia,12,0,NA
BlueNovember,Crux,7,0,NA
ChristopheAF,Lanvin,64,8,8.00
Dr_Kakashi,kimbifille,84,14,6.00
Dr_Kakashi,IAMJEFF,21,4,5.25
Dr_Kakashi,asaelr,38,6,6.33
Dr_Kakashi,Floriman,54,5,10.80
Dr_Kakashi,Kyle,25,3,8.33
Dr_Kakashi,Valetta6789,47,2,23.50
Dr_Kakashi,scharkbite,35,0,NA
Dr_Kakashi,RaKXeR,14,0,NA
Dr_Kakashi,micerang,22,1,22.00
Dr_Kakashi,Fireheart,33,1,33.00
Dr_Kakashi,Livia,27,1,27.00
Durandal,HelanaAshryvr,0,0,NA
Durandal,Lanvin,1,1,1.00
Durandal,squirrel1988,0,0,NA
emilyzhao,squidgetx,17,5,3.40
Fireheart,Valetta6789,81,4,20.25
Fireheart,Kyle,40,4,10.00
Fireheart,micerang,44,5,8.80
Fireheart,Zamiel,81,2,40.50
Fireheart,asaelr,16,1,16.00
Fireheart,Livia,22,2,11.00
Fireheart,scharkbite,56,4,14.00
Fireheart,IAMJEFF,69,7,9.86
Floriman,kimbifille,40,6,6.67
Floriman,Kyle,60,6,10.00
Floriman,Valetta6789,42,5,8.40
Floriman,asaelr,20,5,4.00
Floriman,florrat2,0,0,NA
Floriman,RaKXeR,20,2,10.00
Floriman,scharkbite,38,7,5.43
florrat2,timotree,3,1,3.00
florrat2,postmans,0,0,NA
florrat2,sankala,2,1,2.00
HelanaAshryvr,Lanvin,28,2,14.00
HelanaAshryvr,squirrel1988,28,2,14.00
IAMJEFF,kimbifille,6,1,6.00
IAMJEFF,Zamiel,18,2,9.00
IAMJEFF,asaelr,19,1,19.00
IAMJEFF,Valetta6789,44,6,7.33
IAMJEFF,scharkbite,15,5,3.00
indego,melwen,31,2,15.50
Jake_Stiles,solarstar92,0,0,NA
jh,lh,0,0,NA
kimbifille,pianoblook,47,8,5.88
kimbifille,piper,47,13,3.62
kimbifille,kooolant,23,0,NA
Kyle,asaelr,31,3,10.33
Kyle,scharkbite,64,9,7.11
Kyle,Zamiel,27,1,27.00
Kyle,micerang,25,3,8.33
Kyle,TimeHoodie,52,4,13.00
Lanvin,melwen,51,7,7.29
Lanvin,VerySloppyTwo,73,5,14.60
Lanvin,indego,73,2,36.50
Lanvin,dobi,70,7,10.00
Lanvin,Lel0uch,48,6,8.00
Lanvin,Wittvector,48,8,6.00
Lanvin,jack67889,34,3,11.33
Lanvin,MangoPie,54,4,13.50
Lanvin,rz,39,3,13.00
Lanvin,squirrel1988,13,1,13.00
Lel0uch,indego,55,5,11.00
Lel0uch,melwen,75,8,9.38
Lel0uch,MarkusKahlsen,13,1,13.00
Lel0uch,derekcheah,70,6,11.67
Lel0uch,squirrel1988,33,4,8.25
Lel0uch,frosty104,32,3,10.67
Libster,sjdrodge,4,0,NA
Libster,timotree,1,0,NA
Libster,Valetta6789,5,0,NA
Libster,florrat2,18,3,6.00
Libster,RaKXeR,18,2,9.00
Libster,sankala,3,0,NA
Libster,Zamiel,25,1,25.00
Libster,NoMercy,3,1,3.00
Libster,Razvogor,16,1,16.00
Libster,frog-kun,0,0,NA
Libster,Razgovor,6,0,NA
Libster,NotRaKXeR,0,0,NA
Livia,invarse,1,0,NA
melwen,ntinta,275,43,6.40
melwen,scharkbite,104,4,26.00
melwen,squirrel1988,22,3,7.33
melwen,sephiroth,63,4,15.75
micerang,scharkbite,25,5,5.00
NoMercy,florrat2,3,1,3.00
NoMercy,Zamiel,9,0,NA
Pablo-,nitawa,36,4,9.00
pianoblook,piper,64,11,5.82
RaKXeR,florrat2,2,1,2.00
RaKXeR,Valetta6789,18,1,18.00
RaKXeR,Zamiel,2,0,NA
Razvogor,florrat2,4,2,2.00
rz,wump,38,3,12.67
Sh,jh,0,0,NA
Sh,lh,0,0,NA
Syrah,scepheo,26,1,26.00
Syrah,mugsly,22,1,22.00
TheDaniMan,indego,21,2,10.50
TheDaniMan,doeo,63,7,9.00
TheDaniMan,lilyxy,65,7,9.29
TimeHoodie,kimbifille,39,6,6.50
TimeHoodie,melwen,54,3,18.00
Valetta6789,florrat2,0,0,NA
VerySloppyTwo,sephiroth,53,4,13.25
Zamiel,kimbifille,10,0,NA
Zamiel,micerang,39,1,39.00
Zamiel,scharkbite,47,2,23.50
Zamiel,florrat2,20,4,5.00
Zamiel,sankala,2,0,NA
