variant,attempts,won
Black & Rainbow (5 Suits),15,1
Up or Down (5 Suits),6,1
Clue Starved (5 Suits),5,1
Brown & Dark Rainbow (5 Suits),5,1
Color Mute (5 Suits),4,1
Up or Down & Pink (5 Suits),3,1
No Variant,2,1
Up or Down & Brown (5 Suits),1,1
Up or Down & White (5 Suits),1,1
Special Mix (5 Suits),6,0
Dark Rainbow (5 Suits),4,0
Duck (5 Suits),4,0
Black & Null (5 Suits),4,0
Pink-Fives (5 Suits),3,0
Null & Dark Rainbow (5 Suits),2,0
Ambiguous & White (5 Suits),1,0
White & Dark Omni (5 Suits),1,0
Brown & Omni (5 Suits),1,0
Black (5 Suits),1,0
Throw It in a Hole (5 Suits),1,0
