variant,attempts,won
Dark Pink (5 Suits),5,1
Light Pink (5 Suits),4,1
Muddy Rainbow (6 Suits),2,1
Muddy Rainbow (4 Suits),2,1
No Variant,2,1
Rainbow & Light Pink (5 Suits),2,1
Light Pink (6 Suits),1,1
Omni (4 Suits),1,1
Pink & White (6 Suits),1,1
Rainbow & Brown (5 Suits),1,1
Rainbow & Omni (6 Suits),1,1
Black (5 Suits),10,0
Color Blind (4 Suits),5,0
Prism (4 Suits),4,0
White & Prism (4 Suits),4,0
Dark Brown (6 Suits),4,0
Omni (6 Suits),4,0
Clue Starved (6 Suits),4,0
Pink & Omni (6 Suits),4,0
Dark Pink (6 Suits),3,0
Dark Rainbow Reversed (6 Suits),3,0
Rainbow & Dark Pink (5 Suits),3,0
Prism (6 Suits),3,0
Cocoa Rainbow (6 Suits),2,0
Omni & Light Pink (6 Suits),2,0
Pink & Brown (4 Suits),2,0
Omni & Light Pink (4 Suits),2,0
Muddy Rainbow (5 Suits),1,0
Pink & Brown (6 Suits),1,0
Rainbow & Pink (5 Suits),1,0
Reversed (5 Suits),1,0
